Date,Year,Quarter,Target name,Investors / Buyers,Type,Category,AI,"Size, $m",% acquired,Sector,Segment,Target's Country,Region,Target Founded,Gender,Target's Website,Short Deal Description,Deal Link,Amount_Status,IG_ID,Mapped_Type,Mapped_Category,arc_id,arc_status,arc_name,arc_also_known_as,arc_aliases,arc_type,arc_founded,arc_hq_country,arc_hq_region,arc_ownership,arc_sector,arc_segment,arc_features,arc_specialization,arc_aum,arc_parent_company,arc_transactions_count,arc_was_added,arc_created_by,arc_was_changed,arc_modified_by,arc_search_index
29/06/2023,2023,Q2'23,VRFabric,Undisclosed,IPO,Public offering,No,1.4,,Gaming,VR/AR,Poland,Eastern Europe,2020.0,,http://www.vrfabric.com/,,https://wbj.pl/ipo-value-on-the-wse-and-newconnect-fell-to-pln-147-mln-in-h1/post/138936,DISCLOSED,2884,listing (ipo/spac),Public offering,2373.0,IMPORTED,VRFabric,,,Strategic / CVC,2020.0,Poland,Eastern Europe,Private,Gaming (Content Development/Publishing),VR/AR,,Generalist,,,0.0,21/06/2025 20:19,,21/06/2025 20:19,,
05/07/2023,2023,Q3'23,Pittsburgh Knights,Undisclosed,Seed round,Early-stage VC,No,0.68,,Esports,Esports,United States,North America,2017.0,Men,https://knights.gg/,"US-based esports organization Pittsburgh Knights has raised $0.68m out of $1.25m of the total offering amount, according to the SEK filing. The company operates as an organizer of several esports tournaments, and hosts a number of eponymous esports teams that play Rainbow Six, Mortal Kombat, Rocket League, and other games.",https://www.sec.gov/Archives/edgar/data/1757413/000175741323000001/xslFormDX01/primary_doc.xml,DISCLOSED,2888,seed,Early-stage investment,990.0,IMPORTED,Pittsburgh Knights,,,Strategic / CVC,2017.0,USA,North America,Private,Esports,,,Generalist,,,0.0,21/06/2025 20:11,,21/06/2025 20:11,,
06/07/2023,2023,Q3'23,Embracer Group (STO: EMBRAC B),Undisclosed,"PIPE, other",Public offering,No,182.7,,Gaming,Multiplatform,Sweden,Western Europe,2008.0,Men,https://embracer.com/,"Embracer Group (STO: EMBRAC B) has completed a new share issue, raising ~$182.7m (SEK 2B), to address recent financial setbacks and support the company's operations during the tough times of restructuring.",https://www.pocketgamer.biz/news/81917/embracer-group-raises-182-million-through-share-issue/,DISCLOSED,2889,pipe,Public offering,123.0,ENABLED,Embracer Group,STO: EMBRAC B,Embracer Group (STO: EMBRAC B),Strategic / CVC,2008.0,Sweden,Nordic Countries,Public,Gaming (Content Development/Publishing),Multiplatform/Web,,Generalist,,,76.0,15/04/2025 07:42,naumvano@gmail.com,28/08/2025 20:47,sergeyevdokimov1@gmail.com,"Embracer Group, STO: EMBRAC B, SE, Nordic Countries, https://embracer.com/"
06/07/2023,2023,Q3'23,Playmaji,Atari,Corporate,Corporate,No,0.0,,Platform&Tech,Tech,United States,North America,2015.0,Men,https://polymega.com/,"France-based gaming company Atari (ENXTPA:ALATA) has acquired a minority stake in Playmaji, the creator of retro games console Polymega, for an undisclosed sum. Playmaji produces gaming consoles and different sorts of modules and gamepads for it in order to allow gamers play their gaming collection from different platforms like NES, Sega Mega Drive, PlayStation 1 and others on a single device. The collaboration aims to focus on retro hardware and software initiatives, including providing support for Atari games on Polymega's platform and integration between the Polymega console and the Atari VCS. As part of the partnership, Playmaji will develop a new Polymega cartridge model to offer backward compatibility with the Atari 2600 and Atari 7800.",https://www.gamesindustry.biz/atari-makes-minority-investment-into-playmaji,UNDISCLOSED,2890,undisclosed late-stage,Late-stage investment,3175.0,IMPORTED,Playmaji,,,Strategic / CVC,2015.0,USA,North America,Private,Platform & Tech,,,Generalist,,,0.0,29/06/2025 13:59,,29/06/2025 13:59,,
06/07/2023,2023,Q3'23,WhaleApp,Undisclosed,Seed round,Early-stage VC,No,50.0,,Gaming,Mobile,Israel,MENA,2018.0,,https://www.whaleapp.com/,Plarium co-founder's WhaleApp startup has raised $50 million and made $80m,https://www.pocketgamer.biz/plarium-co-founders-new-startup-has-raised-50-million-and-made-80m/,DISCLOSED,2891,seed,Early-stage investment,2374.0,IMPORTED,WhaleApp,,,Strategic / CVC,2018.0,Israel,Middle East,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0.0,21/06/2025 20:19,,21/06/2025 20:19,,
21/07/2023,2023,Q3'23,Keywords Studios,Undisclosed,Fixed income,Public offering,No,400.0,,Gaming,Outsourcing,Ireland,Western Europe,1998.0,Mixed,https://www.keywordsstudios.com/,"Ireland-based technical & creative gaming services provider Keywords Studios (LON: KWS) has secured a new multicurrency revolving credit facility agreement (RCF) of $400m. The four-year tenor RCF, supported by seven global lenders, replaces the previous $166m (EUR150m) facility and provides long-term liquidity for pursuing growth strategies and acquisitions.",https://irpages2.equitystory.com/websites/rns_news/English/1100/news-tool---rns---eqs-group.html?company=keywords&article=33652639,DISCLOSED,2915,fixed income,Public offering,66.0,ENABLED,Keywords Studios,,,Strategic / CVC,1998.0,Ireland,British Isles,Private,Gaming (Content Development/Publishing),Outsourcing/WFH,,Generalist,,EQT,25.0,08/04/2025 18:23,kmlfatkh@gmail.com,29/04/2025 20:23,kmlfatkh@gmail.com,
24/07/2023,2023,Q3'23,GameStake Technologies,Undisclosed,Seed round,Early-stage VC,No,0.81,,Platform&Tech,Tech,United Kingdom,Western Europe,2020.0,Men,https://www.gamestaketechnologies.com/,"UK-based gaming platform GameStake Technologies has raised $0.81m (GBP0.63m) in a Seed funding round. Additionally, the company secured a ""growth facility"" of $3.2m (GBP2.5m) from game finance company Triple Dragon. GameStake Technologies' app offers non-monetary rewards to players, such as shopping discounts through loyalty programs. The company has partnered with different brands like Uber and Amazon, and aims to continue its growth.",https://www.pocketgamer.biz/news/82030/gamestake-technologies-raises-630000-in-seed-funding-for-rewarded-play-gaming/,DISCLOSED,2917,seed,Early-stage investment,1020.0,IMPORTED,GameStake Technologies,,,Strategic / CVC,2020.0,United Kingdom,British Isles,Private,Platform & Tech,,,Generalist,,,0.0,21/06/2025 20:11,,21/06/2025 20:11,,
28/07/2023,2023,Q3'23,Visual Arts,Tencent (SEHK: 700),Control,M&A,No,0.0,100.0,Gaming,PC&Console,Japan,Asia,1991.0,Men,http://visual-arts.jp/,"China-based tech giant Tencent (SEHK: 700) has acquired Japan-based visual novel developer and publisher Visual Arts and its IPs for an undisclosed sum. The company is known for games like Mabinogi, Loopers, Rewrite series and other visual novels, available on Steam.",https://www.pocketgamer.biz/asia/news/82064/tencent-acquires-visual-novel-company-visual-arts/,UNDISCLOSED,2923,m&a control (incl. lbo/mbo),M&A,2386.0,IMPORTED,Visual Arts,,,Strategic / CVC,1991.0,Japan,Eastern Asia,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0.0,21/06/2025 20:19,,21/06/2025 20:19,,
04/08/2023,2023,Q3'23,Bhooshan's Junior,Undisclosed,Seed round,Early-stage VC,No,0.13,,Platform&Tech,Platform,India,Asia,2019.0,Men,https://www.bhooshansjr.in/,"India-based tech-tainment company Bhooshan's Junior has raised a $0.13m (?1.11 crore) mix of debt and equity in a Pre-Seed funding round. The firm is dedicated to producing comics, animated series, gaming and AR/VR products, and interactive robotic toys for kids. Bhooshan's Junior aims to become a kids' entertainment solution for both Indian and global audiences by 2026.",https://www.thehindubusinessline.com/info-tech/tech-tainment-firm-bhooshans-junior-raises-111-crore-pre-seed-fund/article67157142.ece,DISCLOSED,2931,seed,Early-stage investment,2391.0,IMPORTED,Bhooshans Junior,,,Strategic / CVC,2019.0,India,Southern and Central_Asia,Private,Platform & Tech,,,Generalist,,,0.0,21/06/2025 20:19,,21/06/2025 20:19,,
09/08/2023,2023,Q3'23,Wicket Gaming,Undisclosed,"PIPE, other",Public offering,No,0.94,,Gaming,Mobile,Sweden,Western Europe,2015.0,Men,https://wicketgaming.com/,"Sweden-based mobile F2P games developer and publisher Wicket Gaming (OTCMKTS: WIGAF) has completed its directed share issue, raising $0.94m (SEK 10m) by issuing 12,500,000 shares. The company is primarily known for its casual mobile title King Royale: Idle Tycoon, and sports management simulator Cricket Manager Pro 2023.","https://news.cision.com/wicketgaming/r/wicket-gaming-s-directed-share-issue-is-fully-subscribed,c3815145",DISCLOSED,2940,pipe,Public offering,707.0,IMPORTED,Wicket Gaming,,,Strategic / CVC,2015.0,Sweden,Nordic Countries,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,2.0,21/06/2025 20:10,,21/06/2025 20:10,,
11/08/2023,2023,Q3'23,Yudiz Solutions,Undisclosed,IPO,Public offering,Yes,0.0,5.3,Gaming,Outsourcing,Canada,North America,2009.0,Men,https://www.yudiz.com/,,https://www.businesstoday.in/markets/company-stock/story/yudiz-solutions-makes-muted-debut-stock-lists-at-12-premium-rs-185-394432-2023-08-17,UNDISCLOSED,2946,listing (ipo/spac),Public offering,2398.0,IMPORTED,Yudiz Solutions,,,Strategic / CVC,2009.0,Canada,North America,Private,Gaming (Content Development/Publishing),Outsourcing/WFH,AI/ML,Generalist,,,0.0,21/06/2025 20:19,,21/06/2025 20:19,,
11/08/2023,2023,Q3'23,Cfx.re,Rockstar Games,Control,M&A,No,20.0,100.0,Gaming,PC&Console,United States,North America,2019.0,,https://support.cfx.re/hc/en-us,"Rockstar Games acquired the entity behind FiveM, the largest online modification platform. FiveM is home to one of the most popular roleplay servers, boasting an average daily player base exceeding 100,000 active players",https://dealboard.virtualvaults.com/rockstar-games-acquires-cfx-re/,DISCLOSED,2947,m&a control (incl. lbo/mbo),M&A,2396.0,IMPORTED,Cfx.re,,,Strategic / CVC,2000.0,USA,North America,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0.0,21/06/2025 20:19,,21/06/2025 20:19,,
15/08/2023,2023,Q3'23,Gesinimo Games,Black Voices in Gaming,Accelerator/Incubator,Early-stage VC,No,0.02,,Gaming,Multiplatform,United Kingdom,Western Europe,,,https://gesinimo.co.uk/,Black voices in Gaming has announced its first Xperience Excellence Accelerator with four games developing companies participating:,https://www.gamesindustry.biz/black-voices-in-gaming-unveils-its-first-xperience-excellence-accelerator-cohort,DISCLOSED,2950,accelerator / grant,Early-stage investment,2399.0,IMPORTED,Gesinimo Games,,,Strategic / CVC,2000.0,United Kingdom,British Isles,Private,Gaming (Content Development/Publishing),Multiplatform/Web,,Generalist,,,0.0,21/06/2025 20:19,,21/06/2025 20:19,,
15/08/2023,2023,Q3'23,Oshoma Games,Black Voices in Gaming,Accelerator/Incubator,Early-stage VC,No,0.02,,Gaming,PC&Console,Nigeria,Africa,,,,Black voices in Gaming has announced its first Xperience Excellence Accelerator with four games developing companies participating:,https://www.gamesindustry.biz/black-voices-in-gaming-unveils-its-first-xperience-excellence-accelerator-cohort,DISCLOSED,2951,accelerator / grant,Early-stage investment,3116.0,IMPORTED,Oshoma Games,,,Strategic / CVC,2000.0,Nigeria,Western Africa,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0.0,29/06/2025 13:52,,29/06/2025 13:52,,
15/08/2023,2023,Q3'23,SpaceSalad Studios,Black Voices in Gaming,Accelerator/Incubator,Early-stage VC,No,0.02,,Gaming,PC&Console,South Africa,Africa,2019.0,Men,https://www.spacesaladstudios.com/,Black voices in Gaming has announced its first Xperience Excellence Accelerator with four games developing companies participating:,https://www.gamesindustry.biz/black-voices-in-gaming-unveils-its-first-xperience-excellence-accelerator-cohort,DISCLOSED,2952,accelerator / grant,Early-stage investment,2400.0,IMPORTED,SpaceSalad Studios,,,Strategic / CVC,2019.0,South Africa,Southern Africa,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0.0,21/06/2025 20:19,,21/06/2025 20:19,,
15/08/2023,2023,Q3'23,Weathered Sweater,Black Voices in Gaming,Accelerator/Incubator,Early-stage VC,No,0.02,,Gaming,PC&Console,United States,North America,,,https://www.weatheredsweater.com/,Black voices in Gaming has announced its first Xperience Excellence Accelerator with four games developing companies participating:,https://www.gamesindustry.biz/black-voices-in-gaming-unveils-its-first-xperience-excellence-accelerator-cohort,DISCLOSED,2953,accelerator / grant,Early-stage investment,2401.0,IMPORTED,Weathered Sweater,,,Strategic / CVC,2000.0,USA,North America,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0.0,21/06/2025 20:19,,21/06/2025 20:19,,
28/08/2023,2023,Q3'23,Paidia esports,Undisclosed,Seed round,Early-stage VC,No,0.04,,Esports,Esports,Canada,North America,2021.0,Women,www.paidiagamingcompany.com,,https://www.sec.gov/Archives/edgar/data/1887237/000188723723000001/xslFormDX01/primary_doc.xml,DISCLOSED,2964,seed,Early-stage investment,2406.0,IMPORTED,Paidia esports,,,Strategic / CVC,2021.0,Canada,North America,Private,Esports,,,Generalist,,,0.0,21/06/2025 20:19,,21/06/2025 20:19,,
07/09/2023,2023,Q3'23,Nazara Technologies (NSE: NAZARA),SBI Mutual Fund,"PIPE, other",Public offering,No,49.2,,Gaming,Mobile,India,Asia,1999.0,Men,https://corp.nazara.com,India-based esport and entertainment company Nazara has raised $49.2m in a funding round from SBI Mutual fund,https://incubees.com/sbi-mutual-fund-allocates-rs-410-cr-to-nazara-technologies/,DISCLOSED,2977,pipe,Public offering,683.0,ENABLED,Nazara Technologies,NSE: NAZARA,Nazara Technologies (NSE: NAZARA),Strategic / CVC,1999.0,India,Southern and Central_Asia,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,20.0,21/06/2025 20:10,,24/08/2025 12:01,vsidv1777@gmail.com,"Nazara Technologies, NSE: NAZARA, IN, Southern and Central_Asia, https://corp.nazara.com"
07/09/2023,2023,Q3'23,Stillfront Group (STO: SF),Undisclosed,Fixed income,Public offering,No,90.3,,Gaming,Mobile,Sweden,Western Europe,2010.0,Men,https://www.stillfront.com/en/,"Sweden-based gaming company Stillfront Group (STO: SF) has issued senior unsecured bonds totaling $90.3m (SEK 1B) under a total framework of $180.6m (SEK 2B). The new bonds carry a floating interest rate and will mature on Sep'14, 2027. Stillfront has also completed a tender offer for its existing senior unsecured floating rate bonds maturing on Jun'24, repurchasing $45m (SEK 498.75m) out of $90.3m (SEK 1B) worth of bonds. This financing move aims to refinance existing debt and support general corporate purposes, strengthening Stillfront's financial position.",https://www.stillfront.com/en/stillfront-successfully-issues-new-bonds-of-sek-1-billion-announces-results-from-the-tender-offer-and-gives-conditional-notice-of-early-redemption-of-existing-bonds/,DISCLOSED,2978,fixed income,Public offering,135.0,ENABLED,Stillfront Group,,Stillfront Group (STO: SF),Strategic / CVC,2010.0,Sweden,Nordic Countries,Public,Gaming (Content Development/Publishing),Mobile,,Generalist,,,26.0,16/04/2025 18:19,naumvano@gmail.com,17/04/2025 17:56,naumvano@gmail.com,
11/09/2023,2023,Q3'23,Evertwine,Undisclosed,Seed round,Early-stage VC,No,0.0,,Platform&Tech,Blockchain-powered,Croatia,Eastern Europe,2022.0,,https://evertwine.io/,"Croatia-based blockchain-based F2P trading card game developer Evertwine has raised $1.2m in a Seed funding round to support its ongoing development and growth. Evertwine aims to deliver a gaming experience, leveraging NFTs and blockchain technology while responding to user feedback and expectations.",https://www.morningstar.com/news/globe-newswire/8920098/introducing-the-new-and-improved-evertwine-revamped-and-refueled,UNDISCLOSED,2982,seed,Early-stage investment,2415.0,IMPORTED,Evertwine,,,Strategic / CVC,2022.0,Croatia,Southern Europe,Private,Platform & Tech,,Blockchain/web3,Generalist,,,0.0,21/06/2025 20:19,,21/06/2025 20:19,,
12/09/2023,2023,Q3'23,GamePhilos,"Xterio, Animoca Brands SevenX Ventures, Chain Hill Capital",Seed round,Early-stage VC,No,8.0,,Platform&Tech,Blockchain-powered,,,2023.0,,,"Newly-founded Web3 gaming studio GamePhilos has raised $8m in a Seed funding round from Xterio, Animoca Ventures, SevenX Ventures, and Chain Hill Capital. The money will be used for further development of the company's NFT-based dinosaur game Age of Dino. The title features real-time battles between dinosaur factions, in-game trading, and NFT ownership. The funding will support the game's development for mobile and PC, showcasing the integration of Web3 technology and blockchain-based assets.",https://www.pocketgamer.biz/news/82390/zynga-funplus-and-netease-veterans-receive-8m-investment-for-nft-dinosaur-game/,DISCLOSED,2984,seed,Early-stage investment,2113.0,IMPORTED,GamePhilos Studio,,GamePhilos,Strategic / CVC,2022.0,Singapore,Southeast Asia,Private,Platform & Tech,,Blockchain/web3,Generalist,,,0.0,21/06/2025 20:17,,21/06/2025 20:17,,
13/09/2023,2023,Q3'23,SuperDraft,The Sporting News,Corporate,Corporate,No,0.0,,Other,Cash-related,United States,North America,2018.0,Men,https://superdraft.io/,"US-based fantasy sports games developer SuperDraft has raised an undisclosed strategic investment from US-based sports media company The Sporting News (TSN). The funding will enhance SuperDraft's operations, as well as allow TSN to create a new revenue stream.",https://www.prweb.com/releases/the-sporting-news-raises-15-million-to-power-the-next-evolution-of-sports-publishing-301925623.html,UNDISCLOSED,2987,undisclosed late-stage,Late-stage investment,3413.0,IMPORTED,SuperDraft,,,Strategic / CVC,2018.0,USA,North America,Private,Other,,Cash/Skill-based/RMG,Generalist,,,0.0,06/07/2025 10:12,,06/07/2025 10:12,,"SuperDraft, US, North America"
18/09/2023,2023,Q3'23,FreeMind,Undisclosed,IPO,Public offering,No,0.0,,Gaming,PC&Console,Poland,Eastern Europe,,,https://freemind.games/,,https://www.bankier.pl/wiadomosc/Spolka-FreeMind-zadebiutowala-na-NewConnect-8612994.html,UNDISCLOSED,2992,listing (ipo/spac),Public offering,2419.0,IMPORTED,FreeMind,,,Strategic / CVC,2000.0,Poland,Eastern Europe,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0.0,21/06/2025 20:19,,21/06/2025 20:19,,
18/09/2023,2023,Q3'23,Scoutli,"Sercan Akka?, Can Hicbezmez, Alesta Elektronik",Seed round,Early-stage VC,No,0.03,,Esports,Esports,Turkey,MENA,2021.0,Men,https://www.scoutli.co/,"Turkey-based esports data analytics and scouting platform Scoutli has raised a bridge investment of $0.02m (TL 800k) at a valuation of $0.99m (TL 26.9m). The investment involved participation from current investors, including Sercan Akka?, Can Hicbezmez, and Alesta Elektronik. Scoutli plans to launch a Seed investment round in the near future to bolster its cash position for further growth. The platform focuses on esports, utilizing computer vision and AI to streamline match and player analysis processes for esports teams.",https://webrazzi.com/2023/09/18/e-spora-odaklanan-scoutli-27-milyon-tl-degerleme-uzerinden-yatirim-aldi/,DISCLOSED,2994,seed,Early-stage investment,2965.0,IMPORTED,Scoutli,,,Strategic / CVC,2021.0,Turkey,Middle East,Private,Esports,,,Generalist,,,0.0,29/06/2025 13:38,,29/06/2025 13:38,,
20/09/2023,2023,Q3'23,Alpha3D,Undisclosed,Seed round,Early-stage VC,No,2.0,,Platform&Tech,Tech,Estonia,Eastern Europe,2018.0,,https://www.alpha3d.io/,,https://techcrunch.com/2023/09/20/alpha3d-wants-to-accelerate-digital-asset-and-ai-powered-generation-through-cheaper-hyper-scaling-technology/,DISCLOSED,2997,seed,Early-stage investment,954.0,IMPORTED,Alpha3D,,,Strategic / CVC,2018.0,Estonia,Baltic Countries,Private,Platform & Tech,,,Generalist,,,1.0,21/06/2025 20:11,,21/06/2025 20:11,,
26/09/2023,2023,Q3'23,Plot Twist,Undisclosed,IPO,Public offering,No,0.0,,Gaming,PC&Console,Poland,Eastern Europe,2013.0,Men,https://plottwist.games/,,https://strefainwestorow.pl/artykuly/debiut-ipo/20230904/plot-twist-debiut-na-newconnect,UNDISCLOSED,3004,listing (ipo/spac),Public offering,982.0,IMPORTED,Plot Twist,,,Strategic / CVC,2013.0,Poland,Eastern Europe,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0.0,21/06/2025 20:11,,21/06/2025 20:11,,
27/09/2023,2023,Q3'23,CCG Labs,Undisclosed,Seed round,Early-stage VC,No,2.5,,Gaming,PC&Console,United States,North America,2020.0,Men,https://ccglab.com/,"US-based games developer and publisher CCG Labs has raised $2.5m in a funding round according to the SEC filings. The company is currently developing its first title DC Dual Force, a digital collectible card game based on DC Comics characters.",https://www.sec.gov/Archives/edgar/data/1929369/000192936923000001/xslFormDX01/primary_doc.xml,DISCLOSED,3005,seed,Early-stage investment,2425.0,IMPORTED,CCG Labs,,,Strategic / CVC,2020.0,USA,North America,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0.0,21/06/2025 20:19,,21/06/2025 20:19,,
29/09/2023,2023,Q3'23,That's no moon,Undisclosed,Seed round,Early-stage VC,No,9.7,,Gaming,Multiplatform,United States,North America,2020.0,Mixed,https://www.thatsnomoon.com/,,https://www.sec.gov/Archives/edgar/data/1850656/000185065623000001/xslFormDX01/primary_doc.xml,DISCLOSED,3015,seed,Early-stage investment,2429.0,TO DELETE,That's no moon,,,Strategic / CVC,2020.0,USA,North America,Private,Gaming (Content Development/Publishing),Multiplatform/Web,,Generalist,,,0.0,21/06/2025 20:19,,27/08/2025 07:46,naumvano@gmail.com,"That's no moon, US, North America, https://www.thatsnomoon.com/"
09/10/2023,2023,Q4'23,Pinata,Metacore,Control,M&A,No,0.0,100.0,Gaming,Outsourcing,Finland,Western Europe,2008.0,Men,https://pinata.fi/,"Finland-based mobile game developer Metacore is set to acquire Finland-based animation studio Pinata for an undisclosed sum. The studio is known for marketing campaigns for games like Metacore's Merge Mansion and Supercell's Clash of Clans. For Metacore, this acquisition is an opportunity to enhance its in-house marketing production capabilities by integrating Pinata, a long-term studio partner.",https://www.pocketgamer.biz/news/82648/metacore-set-to-acquire-merge-mansion-and-clash-of-clans-animators-studio-piata/,UNDISCLOSED,3022,m&a control (incl. lbo/mbo),M&A,3841.0,ENABLED,Pinata,,Pi̱ata,Strategic / CVC,2008.0,Finland,Nordic Countries,Private,Gaming (Content Development/Publishing),Outsourcing/WFH,,Generalist,,Metacore,0.0,28/08/2025 18:31,sergeyevdokimov1@gmail.com,28/08/2025 18:31,sergeyevdokimov1@gmail.com,"Pinata, FI, Nordic Countries, https://pinata.fi/"
10/10/2023,2023,Q4'23,Fast Travel Games,Handelsbanken Fonder,Series B+,Late-stage VC,No,4.0,,Gaming,VR/AR,Sweden,Western Europe,2016.0,Men,https://www.fasttravelgames.com/,"Sweden-based VR game developer Fast Travel Games has raised $4m in its new funding round led by Handelsbanken Fonder. The funding will be utilized to expand the company's business operations, focusing on publishing and developing unique IPs for VR platforms. Fast Travel Games is primarily known for its PvP sword fighting game Broken Edge and is currently developing a horror quest, Wraith: The Oblivion - Afterlife. The company aims to capitalize on the growing VR market, especially with the upcoming PS VR2, Quest 3, and Apple Vision Pro releases.",https://www.gamesindustry.biz/fast-travel-games-secures-4m-in-new-investment-round,DISCLOSED,3023,undisclosed late-stage,Late-stage investment,896.0,IMPORTED,Fast Travel Games,,,Strategic / CVC,2016.0,Sweden,Nordic Countries,Private,Gaming (Content Development/Publishing),VR/AR,,Generalist,,,0.0,21/06/2025 20:10,,21/06/2025 20:10,,
11/10/2023,2023,Q4'23,Gamer Pakistan,Undisclosed,IPO,Public offering,No,6.8,,Esports,Esports,United States,North America,2021.0,,https://gamerpakistan.com/,US-based Esports company Gamer Pakistan has received $6.8m via its IPO. The company-s share will be traded on NASDAQ,https://www.morningstar.com/news/globe-newswire/8947836/gamer-pakistan-announces-closing-of-initial-public-offering,DISCLOSED,3025,listing (ipo/spac),Public offering,2433.0,IMPORTED,Gamer Pakistan,,,Strategic / CVC,2021.0,USA,North America,Private,Esports,,,Generalist,,,0.0,21/06/2025 20:19,,21/06/2025 20:19,,
13/10/2023,2023,Q4'23,Versus Systems,Undisclosed,"PIPE, other",Public offering,No,3.0,,Platform&Tech,Tech,United States,North America,2013.0,Men,https://www.versussystems.com/,"US-based engagement and rewards company Versus Systems (NASDAQ: VS) has announced the pricing of its public offering, raising approximately $3m. The offering comprises 13,043,490 common shares and accompanying warrants at $0.23 per share and warrant. The funds will be utilized for working capital, general corporate purposes, marketing, sales expenses, and continuing development of the engagement and rewards platform. A.G.P./Alliance Global Partners is the sole placement agent for the offering. The offering is expected to close on or about October 17, 2023, pending customary closing conditions.",https://ir.versussystems.com/news-events/press-releases/detail/198/versus-systems-inc-announces-pricing-of-3-0-million,DISCLOSED,3033,pipe,Public offering,674.0,IMPORTED,Versus Systems,CNSX:VS,"Versus Systems (CNSX:VS),Versus Systems Inc. (CNSX:VS)",Strategic / CVC,2014.0,USA,North America,Private,Platform & Tech,,,Generalist,,,0.0,21/06/2025 20:10,,28/08/2025 20:41,sergeyevdokimov1@gmail.com,"Versus Systems, CNSX:VS, US, North America, https://www.versussystems.com/"
20/10/2023,2023,Q4'23,Copresence,Undisclosed,Seed round,Early-stage VC,Yes,6.0,,Platform&Tech,Tech,Switzerland,Western Europe,2021.0,Men,https://copresence.tech/,"Switzerland-based digital avatar generation software company Copresence has raised $6m in a Seed funding round. The investment will accelerate the development of its 3D avatar creation platform, designed for seamless integration across gaming, XR experiences, and video conferencing. Copresence plans to use the funding to expand its team, enhance platform capabilities, and fulfill the increasing demand for personalized digital interactions, bridging the physical and digital worlds through photorealistic avatars. The platform, compatible with leading 3D engines like Unity and Unreal Engine, allows users and developers to create high-quality 3D avatars for various digital applications.",https://www.businesswire.com/news/home/20231020711687/en/Copresence-Secures-Over-6-Million-in-Seed-Funding-to-Grow-its-3D-Avatar-Creation-Platform,DISCLOSED,3039,seed,Early-stage investment,2438.0,IMPORTED,Copresence,,,Strategic / CVC,2021.0,Switzerland,Western Europe,Private,Platform & Tech,,AI/ML,Generalist,,,0.0,21/06/2025 20:19,,21/06/2025 20:19,,
30/10/2023,2023,Q4'23,Guild Esports (LSE:GILD),Undisclosed,"PIPE, other",Public offering,No,1.2,,Esports,Esports,United Kingdom,Western Europe,2019.0,Men,https://guildesports.com/,"UK-based esports organization Guild Esports (LON: GILD) has announced an up to ~$1.2m (GBP1m) investment deal from an undisclosed esports and media brand. The investment aims to support Guild Esports' expansion into the MENA region, which is anticipated to have 88 million gamers by 2026. The deal involves two unconditional payments of ~$0.3m (GBP0.25m), with an additional ~$6.2m (GBP0.5m) conditional on a broader commercial agreement between the parties. Guild Esports plans to use the funding for further enhancement of its business operations.",https://www.gamesindustry.biz/guild-esports-pens-investment-deal-to-earn-up-to-1m,DISCLOSED,3049,pipe,Public offering,726.0,IMPORTED,Guild Esports,LSE:GILD,Guild Esports (LSE:GILD),Strategic / CVC,2019.0,United Kingdom,British Isles,Private,Esports,,,Generalist,,,1.0,21/06/2025 20:10,,21/06/2025 20:10,,
01/11/2023,2023,Q4'23,JP Universe,"Mizuho Innovation Frontier, Toppan Printing, Mitsubishi UFJ Bank, Mitsubishi UFJ Bank",Series A,Early-stage VC,No,11.4,,Platform&Tech,Platform,Japan,Asia,2022.0,,https://www.jpuniverse.com/,"JP Universe raised approximately 1.6 billion yen in a Series A funding round through third-party allotment to Toppan Printing (now TOPPAN Digital Inc.), Mitsubishi UFJ Bank, Ltd., Sumitomo Mitsui Banking Corporation, and Mizuho Innovation Frontier Co., Ltd. The funds will be used to develop its gamification platform ""PWK UNIVERSE,"" the game commerce platform ""RYUGUKOKU,"" and the ""MULTI MAGIC PASSPORT"" ID wallet, aiming to establish a meaningful virtual world.",https://www.jpuniverse.com/assets/pdf/231101_pressrelease_en.pdf,DISCLOSED,3055,series a,Early-stage investment,611.0,IMPORTED,JPUniverse,,,Strategic / CVC,2018.0,Japan,Eastern Asia,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0.0,21/06/2025 20:09,,21/06/2025 20:09,,
