id,status,name,also_known_as,aliases,type,founded,hq_country,hq_region,ownership,sector,segment,features,specialization,aum,parent_company,transactions_count,was_added,created_by,was_changed,modified_by,search_index
10733,IS INCOMPLETE,Gyrfalcon Holding,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,2,2025-08-30 18:55:03,,2025-08-30 18:55:03,,"Gyrfalcon Holding, notenoughinformation, notenoughinformation"
3300,IS INCOMPLETE,Gyro Network,,,Strategic / CVC,1800,notenoughinformation,notenoughinformation,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0,2025-07-05 18:34:53,,2025-07-05 18:34:53,,"Gyro Network, notenoughinformation, notenoughinformation, notenoughinformation.com"
1469,IMPORTED,Gyroscoping Games,,,Strategic / CVC,2021,Turkey,Middle East,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0,2025-06-21 20:14:08,,2025-06-21 20:14:08,,
9517,IS INCOMPLETE,Hack VC,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,2,2025-08-30 18:53:55,,2025-08-30 18:53:55,,"Hack VC, notenoughinformation, notenoughinformation"
981,ENABLED,Hadean,,,Strategic / CVC,2015,United Kingdom,British Isles,Private,Platform & Tech,,AI/ML,Generalist,,,0,2025-06-21 20:11:18,,2025-07-29 14:19:56,vsidv1777@gmail.com,"Hadean, GB, British Isles, https://hadean.com"
949,IMPORTED,Haegin,,,Strategic / CVC,2017,South Korea,Eastern Asia,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0,2025-06-21 20:11:09,,2025-06-21 20:11:09,,
2799,IMPORTED,Haemimont Games,,,Strategic / CVC,1997,Bulgaria,Eastern Europe,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0,2025-06-21 20:22:20,,2025-06-21 20:22:20,,
10777,IS INCOMPLETE,Haga Ventures,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:55:06,,2025-08-30 18:55:06,,"Haga Ventures, notenoughinformation, notenoughinformation"
9206,IS INCOMPLETE,Hailstone Ventures,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:53:37,,2025-08-30 18:53:37,,"Hailstone Ventures, notenoughinformation, notenoughinformation"
1602,IMPORTED,Haimawan,,,Strategic / CVC,2016,China,Eastern Asia,Private,Platform & Tech,,,Generalist,,,0,2025-06-21 20:14:49,,2025-06-21 20:14:49,,
7843,IS INCOMPLETE,Hakki Alkan,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:52:17,,2025-08-30 18:52:17,,"Hakki Alkan, notenoughinformation, notenoughinformation"
2507,IMPORTED,Halfbrick Studios,,,Strategic / CVC,2001,Australia,Australia and New_Zealand,Private,Platform & Tech,,Blockchain/web3,Generalist,,,0,2025-06-21 20:20:17,,2025-06-21 20:20:17,,
10874,IS INCOMPLETE,HalfCourt Ventures,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:55:12,,2025-08-30 18:55:12,,"HalfCourt Ventures, notenoughinformation, notenoughinformation"
1998,IMPORTED,Half Past Yellow,,,Strategic / CVC,2017,Denmark,Nordic Countries,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0,2025-06-21 20:17:08,,2025-06-21 20:17:08,,
2074,IMPORTED,Halliday,,,Strategic / CVC,2022,USA,North America,Private,Platform & Tech,,Blockchain/web3,Generalist,,,0,2025-06-21 20:17:33,,2025-06-21 20:17:33,,
8786,IS INCOMPLETE,Halo Business Angel Network,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:53:11,,2025-08-30 18:53:11,,"Halo Business Angel Network, notenoughinformation, notenoughinformation"
9400,IS INCOMPLETE,Halvings Capital,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,2,2025-08-30 18:53:48,,2025-08-30 18:53:48,,"Halvings Capital, notenoughinformation, notenoughinformation"
1960,IMPORTED,Hamul,,,Strategic / CVC,2021,USA,North America,Private,Gaming (Content Development/Publishing),Multiplatform/Web,,Generalist,,,0,2025-06-21 20:16:54,,2025-06-21 20:16:54,,
8470,IS INCOMPLETE,Hana Financial Investments,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,2,2025-08-30 18:52:52,,2025-08-30 18:52:52,,"Hana Financial Investments, notenoughinformation, notenoughinformation"
10698,IS INCOMPLETE,Hana Securities,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:55:01,,2025-08-30 18:55:01,,"Hana Securities, notenoughinformation, notenoughinformation"
10797,IS INCOMPLETE,Hana Ventures,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,3,2025-08-30 18:55:08,,2025-08-30 18:55:08,,"Hana Ventures, notenoughinformation, notenoughinformation"
8137,IS INCOMPLETE,Handelsbanken Fonder AB,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,2,2025-08-30 18:52:34,,2025-08-30 18:52:34,,"Handelsbanken Fonder AB, notenoughinformation, notenoughinformation"
8507,IS INCOMPLETE,Handelsselskabet,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:52:54,,2025-08-30 18:52:54,,"Handelsselskabet, notenoughinformation, notenoughinformation"
51,ENABLED,Hand of Midas,,,Venture Capital & Accelerators,2022,USA,North America,Private,,,,Gaming,25.0,,4,2025-04-08 10:19:20,naumvano@gmail.com,2025-04-18 20:42:27,vsidv1777@gmail.com,
8976,IS INCOMPLETE,"Hannah ""NoisyButters"" Bryan",,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:53:24,,2025-08-30 18:53:24,,"Hannah ""NoisyButters"" Bryan, notenoughinformation, notenoughinformation"
10762,IS INCOMPLETE,Han Park,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:55:05,,2025-08-30 18:55:05,,"Han Park, notenoughinformation, notenoughinformation"
11036,IS INCOMPLETE,Han River Partners,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:55:23,,2025-08-30 18:55:23,,"Han River Partners, notenoughinformation, notenoughinformation"
10689,IS INCOMPLETE,Hanwha Investment & Securities,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:55:01,,2025-08-30 18:55:01,,"Hanwha Investment & Securities, notenoughinformation, notenoughinformation"
8648,IS INCOMPLETE,Hanxing Venture Capital,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:53:02,,2025-08-30 18:53:02,,"Hanxing Venture Capital, notenoughinformation, notenoughinformation"
9057,IS INCOMPLETE,Haobo Zhao,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:53:28,,2025-08-30 18:53:28,,"Haobo Zhao, notenoughinformation, notenoughinformation"
1495,IMPORTED,Happy Volcano,,,Strategic / CVC,2017,Belgium,Western Europe,Private,Gaming (Content Development/Publishing),Multiplatform/Web,,Generalist,,,0,2025-06-21 20:14:16,,2025-06-21 20:14:16,,
2121,IMPORTED,Haptx,,,Strategic / CVC,2012,USA,North America,Private,Other,,,Generalist,,,0,2025-06-21 20:17:47,,2025-06-21 20:17:47,,
9896,IS INCOMPLETE,Harbor Spring Capital,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:54:17,,2025-08-30 18:54:17,,"Harbor Spring Capital, notenoughinformation, notenoughinformation"
2257,IMPORTED,Hardball Games,,,Strategic / CVC,2022,United Kingdom,British Isles,Private,Gaming (Content Development/Publishing),Multiplatform/Web,,Generalist,,,0,2025-06-21 20:18:38,,2025-06-21 20:18:38,,
2347,IMPORTED,Hardcore Gamer,,,Strategic / CVC,2005,USA,North America,Private,Platform & Tech,,,Generalist,,,0,2025-06-21 20:19:13,,2025-06-21 20:19:13,,
2339,IMPORTED,Hardsuit Labs,,,Strategic / CVC,2015,USA,North America,Private,Gaming (Content Development/Publishing),Outsourcing/WFH,,Generalist,,,0,2025-06-21 20:19:10,,2025-06-21 20:19:10,,
8363,IS INCOMPLETE,Harlan Capital,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:52:45,,2025-08-30 18:52:45,,"Harlan Capital, notenoughinformation, notenoughinformation"
9909,IS INCOMPLETE,Harlem Capital Partners,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,2,2025-08-30 18:54:18,,2025-08-30 18:54:18,,"Harlem Capital Partners, notenoughinformation, notenoughinformation"
1769,IMPORTED,Harmonix,,,Strategic / CVC,1995,USA,North America,Private,Platform & Tech,,,Generalist,,,0,2025-06-21 20:15:52,,2025-06-21 20:15:52,,
3004,IMPORTED,Harmony Games,,,Strategic / CVC,2023,USA,North America,Private,Gaming (Content Development/Publishing),Mobile,AI/ML,Generalist,,,1,2025-06-29 13:41:29,,2025-06-29 13:41:29,,
3622,ENABLED,Harris Blitzer Sports & Entertainment,HBSE,,Strategic / CVC,2017,USA,North America,Private,,,,Generalist,,,3,2025-07-24 15:48:53,vsidv1777@gmail.com,2025-07-24 15:48:53,vsidv1777@gmail.com,"Harris Blitzer Sports & Entertainment, HBSE, US, North America, https://www.hbse.com/"
9837,IS INCOMPLETE,Harrison Metal Capital,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:54:14,,2025-08-30 18:54:14,,"Harrison Metal Capital, notenoughinformation, notenoughinformation"
10017,IS INCOMPLETE,Harry Parket,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:54:23,,2025-08-30 18:54:23,,"Harry Parket, notenoughinformation, notenoughinformation"
10368,IS INCOMPLETE,Harry Stebbings of 20VC,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:54:42,,2025-08-30 18:54:42,,"Harry Stebbings of 20VC, notenoughinformation, notenoughinformation"
8580,IS INCOMPLETE,Harsha Bhogle,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,3,2025-08-30 18:52:58,,2025-08-30 18:52:58,,"Harsha Bhogle, notenoughinformation, notenoughinformation"
3586,ENABLED,Hartbeat Ventures,,,Venture Capital & Accelerators,2020,USA,North America,Private,,,,Generalist,,,1,2025-07-24 08:17:42,vsidv1777@gmail.com,2025-07-24 08:17:42,vsidv1777@gmail.com,"Hartbeat Ventures, US, North America, https://www.hartbeatventures.com/"
10088,IS INCOMPLETE,Hartmann Capital,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,5,2025-08-30 18:54:27,,2025-08-30 18:54:27,,"Hartmann Capital, notenoughinformation, notenoughinformation"
8392,IS INCOMPLETE,Harvard Angels,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:52:47,,2025-08-30 18:52:47,,"Harvard Angels, notenoughinformation, notenoughinformation"
7840,IS INCOMPLETE,Hasbro,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:52:17,,2025-08-30 18:52:17,,"Hasbro, notenoughinformation, notenoughinformation"
7935,IS INCOMPLETE,Hasbro (NAS: HAS),,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:52:23,,2025-08-30 18:52:23,,"Hasbro (NAS: HAS), notenoughinformation, notenoughinformation"
349,ENABLED,Hashed,,,Venture Capital & Accelerators,2017,USA,North America,Private,,,,Generalist,,,29,2025-05-03 19:57:47,naumvano@gmail.com,2025-05-03 19:57:47,naumvano@gmail.com,
11176,IS INCOMPLETE,Hashed Emergent,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:55:31,,2025-08-30 18:55:31,,"Hashed Emergent, notenoughinformation, notenoughinformation"
8998,IS INCOMPLETE,Hash Global,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,2,2025-08-30 18:53:25,,2025-08-30 18:53:25,,"Hash Global, notenoughinformation, notenoughinformation"
10653,IS INCOMPLETE,Hashgraph Ventures,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:54:59,,2025-08-30 18:54:59,,"Hashgraph Ventures, notenoughinformation, notenoughinformation"
420,ENABLED,Hashkey Capital,,"Hashkey,HashKey",Venture Capital & Accelerators,2017,Singapore,Southeast Asia,Private,,,,Generalist,,,24,2025-05-18 08:22:38,naumvano@gmail.com,2025-05-18 08:22:38,naumvano@gmail.com,
9164,IS INCOMPLETE,HashKey Fintech Investment Fund,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,2,2025-08-30 18:53:35,,2025-08-30 18:53:35,,"HashKey Fintech Investment Fund, notenoughinformation, notenoughinformation"
10295,IS INCOMPLETE,"Haslam Sports Group, LLC",,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:54:38,,2025-08-30 18:54:38,,"Haslam Sports Group, LLC, notenoughinformation, notenoughinformation"
1147,IMPORTED,Haste,,,Strategic / CVC,2014,USA,North America,Private,Platform & Tech,,,Generalist,,,0,2025-06-21 20:12:36,,2025-06-21 20:12:36,,
2030,IMPORTED,Haste Arcade,,,Strategic / CVC,2021,USA,North America,Private,Platform & Tech,,Blockchain/web3,Generalist,,,0,2025-06-21 20:17:18,,2025-06-21 20:17:18,,
2308,IMPORTED,Hathora,,,Strategic / CVC,2022,USA,North America,Private,Platform & Tech,,,Generalist,,,0,2025-06-21 20:18:56,,2025-06-21 20:18:56,,
2318,IMPORTED,Hatsumi,,,Strategic / CVC,2018,United Kingdom,British Isles,Private,Gaming (Content Development/Publishing),VR/AR,,Generalist,,,0,2025-06-21 20:18:59,,2025-06-21 20:18:59,,
10503,IS INCOMPLETE,Haun Ventures,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:54:50,,2025-08-30 18:54:50,,"Haun Ventures, notenoughinformation, notenoughinformation"
2229,IMPORTED,HAVA Media Resources,"N4G.com, FilmWatch, TechSpy, AnimeShinbun, HAVA Media","N4G.com, FilmWatch, TechSpy, AnimeShinbun (HAVA Media)",Strategic / CVC,2007,Norway,Nordic Countries,Private,Platform & Tech,,,Generalist,,,0,2025-06-21 20:18:28,,2025-06-21 20:18:28,,
52,ENABLED,Haveli Investments,,,Venture Capital & Accelerators,2021,USA,North America,Private,,,,Gaming,1500.0,,7,2025-04-08 10:21:12,naumvano@gmail.com,2025-08-23 11:36:46,naumvano@gmail.com,"Haveli Investments, US, North America, https://www.haveliinvestments.com/"
863,IMPORTED,Haven Entertainment Studios,,,Strategic / CVC,2021,Canada,North America,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0,2025-06-21 20:10:47,,2025-06-21 20:10:47,,
8129,IS INCOMPLETE,Hawke Media,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:52:34,,2025-08-30 18:52:34,,"Hawke Media, notenoughinformation, notenoughinformation"
1739,IMPORTED,Hawku,,,Strategic / CVC,2021,USA,North America,Private,Platform & Tech,,Blockchain/web3,Generalist,,,0,2025-06-21 20:15:41,,2025-06-21 20:15:41,,
10738,IS INCOMPLETE,Haystack Management Company,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:55:04,,2025-08-30 18:55:04,,"Haystack Management Company, notenoughinformation, notenoughinformation"
9611,IS INCOMPLETE,HBAR Foundation,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,2,2025-08-30 18:54:01,,2025-08-30 18:54:01,,"HBAR Foundation, notenoughinformation, notenoughinformation"
9296,IS INCOMPLETE,H. Barton Asset Management,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:53:42,,2025-08-30 18:53:42,,"H. Barton Asset Management, notenoughinformation, notenoughinformation"
9665,IS INCOMPLETE,HBSE Ventures,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,3,2025-08-30 18:54:04,,2025-08-30 18:54:04,,"HBSE Ventures, notenoughinformation, notenoughinformation"
145,ENABLED,HB Studios,,,Strategic / CVC,2000,Canada,North America,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,Take-Two Interactive Software,0,2025-04-17 19:49:59,naumvano@gmail.com,2025-04-18 07:51:19,naumvano@gmail.com,
8913,IS INCOMPLETE,HC Capital,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,2,2025-08-30 18:53:19,,2025-08-30 18:53:19,,"HC Capital, notenoughinformation, notenoughinformation"
8901,IS INCOMPLETE,HC Ventures,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:53:19,,2025-08-30 18:53:19,,"HC Ventures, notenoughinformation, notenoughinformation"
332,ENABLED,Headline,,,Venture Capital & Accelerators,1998,USA,North America,Private,,,,Generalist,,,4,2025-05-03 16:58:04,naumvano@gmail.com,2025-05-03 16:58:04,naumvano@gmail.com,
862,IMPORTED,Headup,,,Strategic / CVC,2009,Germany,Western Europe,Private,Gaming (Content Development/Publishing),Multiplatform/Web,,Generalist,,Microcut Holding,0,2025-06-21 20:10:46,,2025-06-21 20:10:46,,
8495,IS INCOMPLETE,Health Wildcatters,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:52:54,,2025-08-30 18:52:54,,"Health Wildcatters, notenoughinformation, notenoughinformation"
10383,IS INCOMPLETE,Hearcore Capital,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:54:43,,2025-08-30 18:54:43,,"Hearcore Capital, notenoughinformation, notenoughinformation"
1143,IMPORTED,Hearo.Live,,,Strategic / CVC,2017,USA,North America,Private,Platform & Tech,,,Generalist,,,0,2025-06-21 20:12:35,,2025-06-21 20:12:35,,
8516,IS INCOMPLETE,Hearst Newspapers,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:52:55,,2025-08-30 18:52:55,,"Hearst Newspapers, notenoughinformation, notenoughinformation"
9600,IS INCOMPLETE,Hearst Ventures,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:54:00,,2025-08-30 18:54:00,,"Hearst Ventures, notenoughinformation, notenoughinformation"
8661,IS INCOMPLETE,Heart Beat,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:53:03,,2025-08-30 18:53:03,,"Heart Beat, notenoughinformation, notenoughinformation"
9779,IS INCOMPLETE,Heartcore,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,2,2025-08-30 18:54:11,,2025-08-30 18:54:11,,"Heartcore, notenoughinformation, notenoughinformation"
10288,IS INCOMPLETE,Heaventures,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:54:37,,2025-08-30 18:54:37,,"Heaventures, notenoughinformation, notenoughinformation"
1436,IMPORTED,Heavy Iron Studios,,,Strategic / CVC,1999,USA,North America,Private,Gaming (Content Development/Publishing),Outsourcing/WFH,,Generalist,,,0,2025-06-21 20:13:56,,2025-06-21 20:13:56,,
8550,IS INCOMPLETE,Hector Rodriguez,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:52:57,,2025-08-30 18:52:57,,"Hector Rodriguez, notenoughinformation, notenoughinformation"
1002,IMPORTED,Helika,,,Strategic / CVC,2022,Canada,North America,Private,Platform & Tech,,Blockchain/web3,Generalist,,,0,2025-06-21 20:11:22,,2025-06-21 20:11:22,,
1262,IMPORTED,Hello Neighbor,,,Strategic / CVC,2004,Russia,Eastern Europe,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0,2025-06-21 20:13:07,,2025-06-21 20:13:07,,
1736,IMPORTED,Hello There Games,,,Strategic / CVC,2008,Sweden,Nordic Countries,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0,2025-06-21 20:15:40,,2025-06-21 20:15:40,,
2201,IMPORTED,Helpshift,,,Strategic / CVC,2011,USA,North America,Private,Platform & Tech,,,Generalist,,,0,2025-06-21 20:18:17,,2025-06-21 20:18:17,,
10006,IS INCOMPLETE,Hemesh Singh,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:54:22,,2025-08-30 18:54:22,,"Hemesh Singh, notenoughinformation, notenoughinformation"
53,ENABLED,Heracles Capital,,,Venture Capital & Accelerators,2021,USA,North America,Private,,,,Gaming,25.0,,3,2025-04-08 10:22:02,naumvano@gmail.com,2025-04-08 10:22:02,naumvano@gmail.com,
9280,IS INCOMPLETE,HerculesDAO,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:53:41,,2025-08-30 18:53:41,,"HerculesDAO, notenoughinformation, notenoughinformation"
9274,IS INCOMPLETE,Hercules Ventures,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,2,2025-08-30 18:53:41,,2025-08-30 18:53:41,,"Hercules Ventures, notenoughinformation, notenoughinformation"
10420,IS INCOMPLETE,Heretic VC,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:54:45,,2025-08-30 18:54:45,,"Heretic VC, notenoughinformation, notenoughinformation"
1662,IMPORTED,Hero Concept,,,Strategic / CVC,2017,Turkey,Middle East,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0,2025-06-21 20:15:13,,2025-06-21 20:15:13,,
1693,IMPORTED,Heroes and Empires,,,Strategic / CVC,2021,Saint Vincent and the Grenadines,Caribbean,Private,Platform & Tech,,Blockchain/web3,Generalist,,,0,2025-06-21 20:15:25,,2025-06-21 20:15:25,,
1857,IMPORTED,Heroes of Mavia,Skrice Studio,Heroes of Mavia (Skrice Studio),Strategic / CVC,2021,Vietnam,Southeast Asia,Private,Platform & Tech,,Blockchain/web3,Generalist,,,0,2025-06-21 20:16:19,,2025-06-21 20:16:19,,
854,IMPORTED,Heroic Group,,,Strategic / CVC,2016,Norway,Nordic Countries,Private,Esports,,,Generalist,,,0,2025-06-21 20:10:45,,2025-06-21 20:10:45,,
2191,IMPORTED,Heroic Story,,,Strategic / CVC,2019,USA,North America,Private,Platform & Tech,,Blockchain/web3,Generalist,,,0,2025-06-21 20:18:13,,2025-06-21 20:18:13,,
7857,IS INCOMPLETE,Heroic Ventures,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,2,2025-08-30 18:52:18,,2025-08-30 18:52:18,,"Heroic Ventures, notenoughinformation, notenoughinformation"
1695,IMPORTED,Heroverse,,,Strategic / CVC,2021,Vietnam,Southeast Asia,Private,Platform & Tech,,Blockchain/web3,Generalist,,,0,2025-06-21 20:15:26,,2025-06-21 20:15:26,,
9566,IS INCOMPLETE,Hersh Interactive Group,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:53:58,,2025-08-30 18:53:58,,"Hersh Interactive Group, notenoughinformation, notenoughinformation"
10678,IS INCOMPLETE,Hetz Ventures,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:55:00,,2025-08-30 18:55:00,,"Hetz Ventures, notenoughinformation, notenoughinformation"
2381,IMPORTED,Hexacore,,,Strategic / CVC,2019,Poland,Eastern Europe,Private,Platform & Tech,,Blockchain/web3,Generalist,,,0,2025-06-21 20:19:25,,2025-06-21 20:19:25,,
3037,IMPORTED,HEY Games,,,Strategic / CVC,2018,Turkey,Middle East,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0,2025-06-29 13:44:40,,2025-06-29 13:44:40,,
2382,IMPORTED,Heynext,,,Strategic / CVC,2000,Singapore,Southeast Asia,Private,Platform & Tech,,Blockchain/web3,Generalist,,,0,2025-06-21 20:19:26,,2025-06-21 20:19:26,,
11080,IS INCOMPLETE,HGM Fund,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:55:25,,2025-08-30 18:55:25,,"HGM Fund, notenoughinformation, notenoughinformation"
9340,IS INCOMPLETE,HG Ventures,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:53:45,,2025-08-30 18:53:45,,"HG Ventures, notenoughinformation, notenoughinformation"
482,ENABLED,Hiber World,,Hiber,Strategic / CVC,2017,Sweden,Nordic Countries,Private,Gaming (Content Development/Publishing),Multiplatform/Web,AI/ML,Generalist,,,0,2025-06-21 20:09:14,,2025-08-28 22:10:39,sergeyevdokimov1@gmail.com,"Hiber World, SE, Nordic Countries, https://hiberworld.com/"
1931,IMPORTED,Hidden Door,,,Strategic / CVC,2020,USA,North America,Private,Platform & Tech,,AI/ML,Generalist,,,0,2025-06-21 20:16:43,,2025-06-21 20:16:43,,
8880,IS INCOMPLETE,Hidden Gem,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:53:17,,2025-08-30 18:53:17,,"Hidden Gem, notenoughinformation, notenoughinformation"
1587,IMPORTED,Hidden Leaf Games,,,Strategic / CVC,2019,USA,North America,Private,Gaming (Content Development/Publishing),Multiplatform/Web,,Generalist,,,0,2025-06-21 20:14:43,,2025-06-21 20:14:43,,
10779,IS INCOMPLETE,Hidden Street,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:55:06,,2025-08-30 18:55:06,,"Hidden Street, notenoughinformation, notenoughinformation"
1527,IMPORTED,HiDef,,,Strategic / CVC,2019,USA,North America,Private,Gaming (Content Development/Publishing),Multiplatform/Web,,Generalist,,,0,2025-06-21 20:14:27,,2025-06-21 20:14:27,,
10753,IS INCOMPLETE,High Alpha,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:55:05,,2025-08-30 18:55:05,,"High Alpha, notenoughinformation, notenoughinformation"
3502,ENABLED,Highland Capital Partners,,,Venture Capital & Accelerators,1988,USA,North America,Private,,,,Generalist,3000.0,,1,2025-07-21 17:13:25,vsidv1777@gmail.com,2025-07-21 17:13:25,vsidv1777@gmail.com,"Highland Capital Partners, US, North America, https://www.hcp.com/"
401,ENABLED,Highland Europe,,,Venture Capital & Accelerators,2012,United Kingdom,British Isles,Private,,,,Generalist,,,1,2025-05-16 09:09:27,naumvano@gmail.com,2025-05-16 09:09:27,naumvano@gmail.com,
1936,IMPORTED,High School Esports League,HSEL,,Strategic / CVC,2013,USA,North America,Private,Esports,,,Generalist,,,0,2025-06-21 20:16:45,,2025-06-21 20:16:45,,
3749,ENABLED,High-Tech Gründerfonds,HTGF,,Venture Capital & Accelerators,2005,Germany,Western Europe,Private,,,,Generalist,,,2,2025-08-23 14:02:28,vsidv1777@gmail.com,2025-08-23 14:02:28,vsidv1777@gmail.com,"High-Tech Gründerfonds, HTGF, DE, Western Europe, https://www.htgf.de/"
1412,IMPORTED,High Voltage Studio,,,Strategic / CVC,1993,USA,North America,Private,Platform & Tech,,,Generalist,,,0,2025-06-21 20:13:49,,2025-06-21 20:13:49,,
2360,IMPORTED,HighXP,,,Strategic / CVC,2021,India,Southern and Central_Asia,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0,2025-06-21 20:19:17,,2025-06-21 20:19:17,,
