ID,Status*,Announcement date*,Target Company,"Transaction Size*, $M",Transaction Type*,Transaction Category*,closed date,To be closed,Lead Investor / Acquirer,Other Investors,Source URL*,Description*,Transaction UUID,"Equity Value at Listing, $M",Internal information,signature company,signature date,signature investor,signature deal type,source data,created at
1570,IMPORTED,2023-09-20,Spectarium,5.3,Seed,Early-stage Investments,2023-09-20,0,BITKRAFT Ventures,"Delphi Digital, Framework Venture Partners",https://www.gamesindustry.biz/spectarium-raises-5m-in-seed-funding-round,"Finland-based games developer Spectarium has raised ~$5.3m (â¬5m) in a Seed funding round led by BITKRAFT, with participation from Delphi Digital and Framework Ventures. The funds will be directed towards the development of their action RPG title Myths, set for a soft launch in 2024, as well as expanding their team. The company aims to deliver unique game experiences for each player using AI technology, similar to the TikTok algorithm, to captivate a global gaming audience.",982c37d0-774e-4e1f-8dbb-d21f01ce7b5a,,,spectarium,23september,noleadinvestor,seed,"BITKRAFT Ventures (lead) / Delphi Digital, Framework Ventures",2025-08-31 08:48:37
1569,IMPORTED,2020-01-21,Scout Gaming,3.8,PIPE,Public offering,2020-01-21,0,,"Enlabs (STO: NLAB), Knutsson Holdings, Provobis, Topline Capital","https://news.cision.com/scout-gaming-group/r/scout-gaming-group-completes-directed-share-issues-and-receives-proceeds-of-approximately-sek-36-mil,c3014261","Enlabs has participated in a share issue in Scout Gaming Group AB, listed on Nasdaq First North Growth Market. Enlabs invests SEK 10 million, which gives an ownership of approximately 4.5% of the number of shares in Scout after the completed issue.",9fca3ae6-7b72-4afc-afd3-8059a707cfd4,,,scoutgaming,20january,noleadinvestor,pipe,"Enlabs (STO: NLAB), Knutsson Holdings, Provobis, Topline Capital",2025-08-31 08:48:37
1568,IMPORTED,2024-08-08,Fusebox Games,27.2,M&A control (incl. LBO/MBO),M&A,2024-08-08,0,Nazara Technologies,,https://www.moneycontrol.com/technology/nazara-technologies-to-buy-uk-based-gaming-studio-fusebox-games-for-27-2-million-article-12791085.html,"India-based digital gaming and esports company Nazara Technologies (NSE: NAZARA) has acquired UK-based mobile games developer Fusebox Games for $27.3m in an all-cash transaction. This acquisition aligns with Nazaraâs strategy to increase gaming as a significant portion of its Revenue. In 2023, Fusebox reported $10.4m in revenue with an EBITDA margin of 13.4%. From Janâ24 to Julâ24, the companyâs revenue and EBITDA margin were $13.9m and 28.7%, respectively.",f94e8e1e-bd0a-49f0-80cb-bbb89dfbb955,,,fuseboxgames,24august,noleadinvestor,m&acontrol(incl.lbo/mbo),Nazara Technologies (NSE: NAZARA),2025-08-31 08:48:37
1567,IMPORTED,2021-12-14,DeFly Ball,1.6,Seed,Early-stage Investments,2021-12-14,0,,"AVG Ventures, BBS Finance, Duck DAO, MH Ventures, Oddiyana Ventures",https://news.coincu.com/45393-defly-ball-raises-over-1-6-million-for-flyball-metaverse-dog-racing-game-on-bsc/,"DeFly Ball recently announced the successful completion of its seed and private sales rounds, securing a total investment of $ 1.6 million. The project is supported by a number of major investors including Oddiyana Ventures, Duck DAO, BBS Finance, MH Ventures, AVG Ventures and many others.",c3da8d61-ede9-453c-bef9-8dbcb3c94395,,,deflyball,21december,noleadinvestor,seed,"Oddiyana Ventures, Duck DAO, BBS Finance, MH Ventures, AVG Ventures",2025-08-31 08:48:37
1566,IMPORTED,2021-12-15,OpenBCI,0.0,Seed,Early-stage Investments,2021-12-15,0,,"BITKRAFT Ventures, Marc Merrill's Family Office, NaHCO3, re.Mind",https://venturebeat.com/2021/12/15/openbci-creates-brain-computer-interfaces-for-gaming-and-more/,"OpenBCI has raised a round of funding to build neurotechnology that could be used for brain-computer interfaces for games, health, and more.",70929ebc-905a-4446-8e49-27be413a238b,,,openbci,21december,noleadinvestor,seed,"BITKRAFT Ventures, re.Mind, NaHCO3, the family office of Marc Merrill",2025-08-31 08:48:37
1565,ON APPROVAL,2024-02-14,Architects Republic,0.0,Seed,Early-stage Investments,2024-02-14,0,,"Nocturne Games, PixCapital, Society of Entertainment, SUPER CAPITAL",http://notenoughinformation.com,Architects Republic is proud to announce the success of its fundraising for the pre-production of its next title codename C3.,ce96e351-a306-4be9-a21e-d2a38e1af135,,,architectsrepublic,24february,noleadinvestor,seed,"PixCapital, Society of Entertainment, Nocturne Games, SUPER CAPITAL",2025-08-31 08:48:37
1564,IMPORTED,2020-09-16,Bayes,6.0,Series A,Early-stage Investments,2020-09-16,0,"Fertitta Capital, Pohlad Family investment group, Sony Innovation Fund",,https://venturebeat.com/2020/09/16/bayes-raises-6-million-for-global-esports-data-platform/,"Bayes has raised $6 million to provide data on the esports industry. The money came from Pohlad Family investment group, Fertitta Capital, and the Sony Innovation Fund.",18712e19-65bb-4e04-825e-7e66f81b6a2a,,,bayes,20september,noleadinvestor,seriesa,"Pohlad Family investment group, Fertitta Capital, Sony Innovation Fund.",2025-08-31 08:48:37
1563,IMPORTED,2020-11-06,Edge,1.5,Seed,Early-stage Investments,2020-11-06,0,Blake Picquet,"GameTech Ventures, Green Egg Ventures, Robert Reeg",https://www.gamesindustry.biz/articles/2020-11-06-esports-platform-edge-raises-usd1-5m,"Esports startup Edge has received new investment, injecting $1.5 million into the business.",e2e5afd2-4b4b-4063-8ece-213cafd38815,,,edge,20november,noleadinvestor,seed,"Blake Picquet / Green Egg Ventures, Game Tech Ventures, Robert Reeg",2025-08-31 08:48:37
1562,IMPORTED,2022-01-24,FaceIt,450.0,M&A control (incl. LBO/MBO),M&A,2022-01-24,0,Savvy Games Group,,https://esportsinsider.com/2022/01/esl-faceit-group-bought-saudi-1-5bn,Saudi-Arabia based company Savvy Gaming Group acquires two esports organizations ESL Gaming from Sweden-based MTG ($1.05b) and UK-based FACEIT ($450m) for a combined $1.5B in an all-cash transaction. Savvy Gaming is backed by the Saudi Arabian governmentâs Public Investment Fund which is active in the sports segment (see Newcastle takeover). The two acquired companies will merge to create the leading global platform for competitive gaming â ESL FACEIT Group.,2e042baf-ea2b-47a9-bd1e-a931645d5c0b,,,faceit,22january,noleadinvestor,m&acontrol(incl.lbo/mbo),Savvy Games Group (PIF),2025-08-31 08:48:37
1561,IMPORTED,2022-03-30,Lucra Sports,10.0,Series A,Early-stage Investments,2022-03-30,0,Raptor Group,"SeventySix Capital, Victress Capital",https://www.businesswire.com/news/home/20220330005224/en/Lucra-Sports-Raises-10-Million-Series-A-for-Peer-to-Peer-Sports-Gaming-Marketplace-to-Wager-on-Player-Performance,Lucra Sports Raises $10 Million Series A for Peer-to-Peer Sports Gaming Marketplace to Wager on Player Performance,54d91258-c4bb-4e67-b481-48b88756b7d4,,,lucrasports,22march,noleadinvestor,seriesa,"Raptor Group (lead) / SeventySix Capital, Victress Capital",2025-08-31 08:48:37
1560,IMPORTED,2020-04-23,Opera Event,5.0,Series A,Early-stage Investments,2020-04-23,0,Antera,"Atlas, Everblue, Konvoy Ventures",https://www.gamesindustry.biz/articles/2020-04-23-opera-event-raises-USD5m-to-expand-its-influencer-platform,"CA-based influencer software service Opera Event has closed a $5m Series A round with new lead investor Antera Inc. and participation of prior investors Atlas Ventures, Konvoy Ventures, and Everblue Asset Management.",f5663e50-ab70-42a5-bdb6-e9b760c492df,,,operaevent,20april,noleadinvestor,seriesa,"Antera (lead) / Atlas Ventures, Konvoy Ventures, Everblue Management",2025-08-31 08:48:37
1559,IMPORTED,2022-01-25,SwiftSkill,0.2,Seed,Early-stage Investments,2022-01-25,0,Jenson Funding Partners,,https://esportsinsider.com/2022/01/swiftskill-pre-seed-funding-round/,"Performance analysis and coaching service SwiftSkill has raised Â£150,000 during its pre-seed round of funding.The pre-seed funding round, led by Jenson Funding Partners, aims to allow the company to expand its team and provide services to additional esports titles.",3c8a9164-7ae7-4296-a304-77ed4191aead,,,swiftskill,22january,noleadinvestor,seed,Jenson Funding Partners,2025-08-31 08:48:37
1558,IMPORTED,2024-06-12,Skytopia,2.4,Seed,Early-stage Investments,2024-06-12,0,"SuperChain Capital, Vertex","Boyaa Interactive, Initiate Capital",https://www.binance.com/en/square/post/2024-06-12-skytopia-secures-2-4-million-in-seed-funding-round-9368204600106,Skytopia Secures $2.4 Million In Seed Funding Round,6d63bfd1-dc3e-41de-820d-70a8c14fe723,,,skytopia,24june,noleadinvestor,seed," Vertex Capital, SuperChain Capital (lead) / Boyaa,  InitiateCapital",2025-08-31 08:48:37
1557,IMPORTED,2022-02-17,Superbloom Games,3.0,Seed,Early-stage Investments,2022-02-17,0,BITKRAFT Ventures,"1Up Ventures, Joakim Achren",https://www.pocketgamer.biz/news/78531/superbloom-raises-3-million-to-develop-its-first-game-for-women/,"US-based newly-founded mobile game developer Superbloom has raised $3m in Seed funding. The round was led by BITKRAFT Ventures with participation from 1Up Ventures, and Joakim AchrÃ©n Syndicate. The funding will be used towards hiring the team and developing the first mobile title for the studio.",dc3741dc-bbbc-497d-ad38-3554efe17f44,,,superbloomgames,22february,noleadinvestor,seed,BITKRAFT Ventures (lead) / 1UP Ventures and Joakim Achrén Syndicate,2025-08-31 08:48:37
1556,IMPORTED,2021-10-15,Order of Meta,1.5,Seed,Early-stage Investments,2021-10-15,0,Play Ventures,Initial Capital,https://venturebeat.com/2021/10/15/order-of-meta-raises-1-5m-for-mobile-shooter-game/,"Finland-based mobile game developer Order of Meta has raised $1.5m in a funding round led by Play Ventures, with participation from investors Initial Capital and Unity co-founder David Helgason. The funding will be used for the development of the studioâs first title â a yet announced mobile shooter game.",87648a2e-7b36-4b71-a939-ee898df16548,,,orderofmeta,21october,noleadinvestor,seed,Play Ventures (lead) / Initial Capital,2025-08-31 08:48:36
1555,IMPORTED,2023-10-30,Midwest Games,3.0,Seed,Early-stage Investments,2023-10-30,0,TitleTown Tech,"Brightstar Wisconsin, Tundra Angels, Wisconsin Investment Partners",https://www.gamesindustry.biz/midwest-games-secures-3m-in-funding,"US-based games publisher Midwest Games has raised $3m in a Seed funding round led by TitletownTech, with participation from Tundra Angels, Brightstar Wisconsin, Wisconsin Investment Partners, and other investors. The funding will expand the companyâs business operations and staff. Midwest Games aims to bridge the gap and create opportunities for underserved communities in the games industry. The studioâs first published title will be beat âem up co-op Ra Ra Boom by Gylee Games, planned to be released in 2024.",9ab90b6c-ade4-4b6c-87ca-1a00d74b87f9,,,midwestgames,23october,noleadinvestor,seed,"TitletownTech (lead) / Tundra Angels, Brightstar Wisconsin, Wisconsin Investment Partners",2025-08-31 08:48:36
1554,ON APPROVAL,2020-07-16,Sorare,4.0,Seed,Early-stage Investments,2020-07-16,0,E.ventures,"Andre Schurrle, Fabric Ventures, Partech, Semantic Ventures",http://notenoughinformation.com,"Blockchain-powered fantasy soccer platform Sorare has raised $4m in a Seed financing round led by E.ventures. The oversubscribed seed round also features contributions from existing investors and new investors including Partech, Semantic Ventures, Fabric Ventures and Andre Schurrle â a former member of the German national soccer team",295fa7f3-5342-4378-bf29-7c63c331391a,,,sorare,20july,noleadinvestor,seed,"E.ventures / Partech, Semantic Ventures, Fabric Ventures and Andre Schurrle",2025-08-31 08:48:36
1553,IMPORTED,2021-06-10,Electric Gamebox,11.0,Series A,Early-stage Investments,2021-06-10,0,Philian,"ActivumSG, Brookfield Asset Management, Index Ventures",https://venturebeat.com/2021/06/10/electric-gamebox-raises-11m-to-build-gaming-pods-to-revive-retailers/,"VR-hardware producer and game developer Electric Gamebox has secured $11m funding. The company builds Gameboxes â interactive rooms for two-to-six people to play games, developed by the in-house studio of Electric.",cb490412-c75b-4d30-af28-56600d802c79,,,electricgamebox,21june,noleadinvestor,seriesa,"Philian (lead) / Brookfield Asset Management, Index Ventures, ActivumSG",2025-08-31 08:48:36
1552,IMPORTED,2022-10-25,Space Kill,0.0,Seed,Early-stage Investments,2022-10-25,0,,"ARPA Capital, Matrix World, TKX Capital, UpHonest Capital, Welight",https://finance.yahoo.com/news/blockchain-game-space-kill-completes-060000041.html,"Seychelles-based multiplayer real-time matching party game on the BSC chain Space Kill announced the completion of the seed round of financing. UpHonest Capital, Welight Capital, ARPA Capital, and others have participated in this round. The exact amount of funding is not disclosed. The funds will be used for the development of the game and the expansion of partnerships. The game is operated by Invictus NFT lab backed by Invictus Capital.",b31f3cfd-745a-4289-9cb8-c06b600fa645,,,spacekill,22october,noleadinvestor,seed,"UpHonest Capital, Welight Capital, ARPA Capital, TKX Capital, Matrix World",2025-08-31 08:48:36
1551,IMPORTED,2021-03-11,eStragy,0.1,Seed,Early-stage Investments,2021-03-11,0,Hugo Borges de Souza,"Level-Up, Social Publi, Territorio Gaming",https://elreferente.es/inversiones/startup-canaria-estragy-consigue-84000-euros-primera-ronda-inversion/,"eStragy (eSports Training Gym), a startup that has developed the first virtual gym for League of Legends, has closed its first investment round for a value of84,000 euros. An operation led by the business angel Hugo Borges de Sousa and thus reinforcing its financial structure for its official launch in May 2021.",5d5606df-d5db-4835-8924-f094c2a75176,,,estragy,21march,noleadinvestor,seed,"Hugo Borges de Souza / Social Publi, Territorio Gaming , Levels Up Ventures SL",2025-08-31 08:48:36
1549,IMPORTED,2020-09-14,Dream Sports,225.0,Series E,Late-stage Investments,2020-09-14,0,"ChrysCapital Footpath Ventures, Tiger Global, TPG Tech Adjacencies (TTAD)",,https://techcrunch.com/2020/09/14/indian-fantasy-sports-app-dream11s-parent-firm-raises-225m-at-over-2-5b-valuation/,"Mumbai-based 12-year-old fantasy sports company Dream Sports has raised $225m in a funding round from Tiger Global Management, TPG Tech Adjacencies, ChrysCapital, and Footpath Ventures",4f76c65e-fa00-463c-bbea-3693b1b2c2bd,,,dreamsports,20september,noleadinvestor,seriese,"Tiger Global Management,  TPG  Tech Adjacencies (TTAD), ChrysCapital Footpath Ventures",2025-08-31 08:48:36
1548,IMPORTED,2021-01-17,Savage Game Studios,4.4,Seed,Early-stage Investments,2021-01-17,0,Makers Fund,Play Ventures,https://venturebeat.com/2021/01/17/savage-game-studios-raises-4-4-million-for-mobile-shooter-game/,"Savage Game Studios has raised $4.4 million to create two mobile game studios in Helsinki and Berlin. The company is at work on its first title, a mobile game shooter.",b9ad856b-90ab-4dad-b275-ac580edf9fd2,,,savagegamestudios,21january,noleadinvestor,seed,Makers Fund (lead) / Play Ventures,2025-08-31 08:48:36
1547,IMPORTED,2020-04-08,Vela Games,3.1,Seed,Early-stage Investments,2020-04-08,0,London Venture Partners,"IUU International Investment, Underwriting",https://venturebeat.com/2020/04/08/vela-games-raises-3-1-million-to-create-player-first-co-op-games/,Dublin-based developer of multiplayer online co-op games Vela Games has raised $3.1m in a seed round led by London Venture Partners (LVP) with follow-on funding from existing investor IIU.,359dd967-0587-48b5-8e63-320f151de452,,,velagames,20april,noleadinvestor,seed,London Venture Partners (LVP) (lead) / IUU International Investment and Underwriting,2025-08-31 08:48:36
1546,IMPORTED,2023-05-18,Nodwin Gaming,28.0,Undisclosed Late-stage,Late-stage Investments,2023-05-18,0,,"Innopark (India) Private Limited, JetSynthesys, Krafton, Nazara Technologies, Sony Group Corporation",https://afkgaming.com/esports/news/nodwin-gaming-valuation-soars-to-349m-after-successful-28-million-funding-round,"India-based esports content company NODWIN Gaming has raised $28m at $349m valuation. Official filings suggest that Sony and Innopark India are among the new investors of the company. NODWIN Gaming hosts and arranges numerous esports events and tournaments in India, such as Dreamhack India, ESL India Premiership, and many others. ",fdef6556-7404-48dd-87b5-410c83d291b1,,,nodwingaming,23may,noleadinvestor,undisclosedlate-stage,"Nazara, Krafton, JetSynthesys, Sony Group Corporation, Innopark (India) Private Limited",2025-08-31 08:48:36
1545,IMPORTED,2023-04-07,Yuliverse,0.0,Seed,Early-stage Investments,2023-04-07,0,,"Animoca Brands, Archerman Capital Management, Hummingbird Capital, Lionrock Capital",https://www.coincarp.com/fundraising/yuliverse-seed/,"Honk Kong-based Web3 mobile gaming and social app developer Yuliverse has rasied an undisclosed sum in a Seed funding round from Lionrock Capital, Animoca Brands, Hummingbird Capital, Archerman Capital Management",da452725-c43a-4ff9-be9c-11ccd996712e,,,yuliverse,23april,noleadinvestor,seed,"Lionrock Capital, Animoca Brands, Hummingbird Capital, Archerman Capital Management",2025-08-31 08:48:36
1544,IMPORTED,2024-11-13,MiniTon,0.0,Seed,Early-stage Investments,2024-11-13,0,,"Alchemy Pay, CGV, PangDAO Head Ricky, Waterdrip Capital, Web3Port Foundation",https://www.chaincatcher.com/en/article/2151757,"The social competition platform MiniTon announced the completion of its seed round financing, with participation from institutions such as Waterdrip Capital",18ca9288-69f0-4d71-82e2-e029d0cb0cd2,,,miniton,24november,noleadinvestor,seed,"Waterdrip Capital, Alchemy Pay, CGV, Web3Port Foundation, PangDAO Head Ricky",2025-08-31 08:48:36
1543,IMPORTED,2023-02-24,Voicemod,14.5,Series A,Early-stage Investments,2023-02-24,0,Leadwind,"BITKRAFT Ventures, Minifund",https://techcrunch.com/2023/02/24/voicemod/,,47be6bd7-90b4-445d-bc52-799b7ea55bfc,,,voicemod,23february,noleadinvestor,seriesa,"Leadwind (lead) / BITKRAFT Ventures, Minifund",2025-08-31 08:48:35
1542,IMPORTED,2024-04-17,LightFury Games,8.5,Seed,Early-stage Investments,2024-04-17,0,Blume Ventures,"Gemba Capital, Mixi",https://economictimes.indiatimes.com/tech/funding/lightfury-games-secures-8-5-million-funding-from-blume-ventures-others/articleshow/109351887.cms?from=mdr,"India-based multiplatform games developer LightFury Games has secured $8.5m in Seed funding led by Blume Ventures, with participation from Mixi, Gemba Capital, and other investors. The funds will fuel the development of AAA titles for mobile, with further expansion to other platforms. The company plans to establish game studios in the UK and India.",5b8ccd9e-c0e8-49b6-a515-e2ee295f0f4f,,,lightfurygames,24april,noleadinvestor,seed,"Blume Ventures (lead) / Mixi, Gemba Capital",2025-08-31 08:48:35
1541,IMPORTED,2022-03-03,Ultimate Odds,0.0,Seed,Early-stage Investments,2022-03-03,0,,"305 Venture, Benjie Cherniak, Quinton Singleton, Seth Schorr, Seth Young, Stephen Jurgella",https://finance.yahoo.com/news/ultimate-odds-announces-seed-funding-140100523.html,"Ultimate Odds, a next generation fantasy sports platform that combines sports betting lines and odds with fantasy players into one experience, today announced it has completed its seed funding round",b2a96269-bca8-4bb8-8202-50d7fc763857,,,ultimateodds,22march,noleadinvestor,seed,"Seth Young, Benjie Cherniak, Quinton Singleton, Stephen Jurgella, 305 Venture, Seth Schorr",2025-08-31 08:48:35
1540,IMPORTED,2024-05-30,Hypersonic Laboratories,7.0,Series A,Early-stage Investments,2024-05-30,0,Play Ventures,"AppWorks Fund, KB Investments",https://venturebeat.com/games/hypersonic-laboratories-raises-7m-for-sandbox-ugc-gaming-platform/,"US-based web3 UGC platformÂ Hypersonic LaboratoriesÂ has raisedÂ $7m in a funding round led byÂ Play Ventures, with participation fromÂ AppWorks,Â KB Investment, and others. The funds will fuel the preparation of the multiplayer role-playing sandbox UGC platformÂ HelixÂ for a closed alpha launch later this year. The companyÂ has raisedÂ a total of $10.5m across two rounds.",e8237d34-b496-4505-95af-668e263f1168,,,hypersoniclaboratories,24may,noleadinvestor,seriesa,"Play Ventures (lead) / AppWorks, KB Investment",2025-08-31 08:48:35
1539,IMPORTED,2025-03-03,Triple Tap Games,1.2,Seed,Early-stage Investments,2025-03-03,0,"Eximius Ventures, Kalaari Capital",,https://www.pocketgamer.biz/triple-tap-games-secures-12m-for-hybridcasual-puzzle-games/,"India-based mobile game developer Triple Tap Games has raised $1.2m in a Seed funding round led by Eximius Ventures and Kalaari Capital, with participation from angel investors. The funds will support the development of new mobile titles, workforce expansion, and R&D capabilities. The studio, founded by a former Crazy Labs executive, will focus on developing hybrid-casual puzzle games.",867d9fee-4f35-4f31-9641-9a1445d4c750,,,tripletapgames,25march,noleadinvestor,seed,"Eximius Ventures, Kalaari Capital (lead) /",2025-08-31 08:48:35
1538,IMPORTED,2022-11-15,Noodle Cat Games,4.1,Seed,Early-stage Investments,2022-11-15,0,Makers Fund,"1Up Ventures, Epyllion",https://www.businesswire.com/news/home/20221115005669/en,"$4.1m in Seed funding. The round was led by Makers Fund, with additional participation from 1Up Ventures and others. The funds will go towards hiring staff and the development of the premier title.",df24dbef-d40f-434f-aad2-1f85b6f190ed,,,noodlecatgames,22november,noleadinvestor,seed,"Makers Fund (lead) / 1UP Ventures, Epyllion",2025-08-31 08:48:35
1537,IMPORTED,2024-10-14,Flappy Bird Foundation,2.0,Seed,Early-stage Investments,2024-10-14,0,"Kenetic Capital, Scytale Ventures",,https://cryptoslate.com/press-releases/flappy-bird-foundation-secures-2m-in-funding-to-bring-back-iconic-mobile-gaming-brand/,"Cayman Islands-based mobile web3 games developer Flappy Bird Foundation has secured $2m in a Seed funding round led by Kenetic Capital and Scytale Ventures. The investment will support the development of the mobile title Flappy Bird. Initially launched in 2013, the game will be re-released in the Telegram messenger with added web3 features, including its web3 token.",931be8c9-7ee0-443a-a8de-b065d5e7f23e,,,flappybirdfoundation,24october,noleadinvestor,seed,"Kenetic Capital, Scytale Ventures (lead) /",2025-08-31 08:48:35
1536,IMPORTED,2021-06-05,Veloxia,3.0,Seed,Early-stage Investments,2021-06-05,0,Collective Spark,"Ak Portfoy Girisim Sermayesi, Bogazici Ventures",https://venturebeat.com/2021/06/05/veloxia-raises-3-million-to-expand-beyond-idle-mobile-games/,"Veloxia has raised $3 million in funding to make idle games for mobile devices. It already has one hit, Space Colony: Idle on iOS and Android.
",57d821a3-88c0-4691-ac0d-fc2f2de99d1e,,,veloxia,21june,noleadinvestor,seed,"Collective Spark / Bogazici Ventures, Ak Portfoy Girisim Sermayesi, and several angel investors",2025-08-31 08:48:35
1535,IMPORTED,2023-08-08,Studio Billion,0.0,Series A,Early-stage Investments,2023-08-08,0,"B4YO Capital, Lima Ventures, WePlay Ventures",,https://www.weplayventures.com/studio-billion-received-investment-from-aura-b4yo-fund-weplay-ventures-and-lima-ventures-in-a-pre-series-a-bridge-round/,"Studio Billion received investment from Aura B4YO Fund, WePlay Ventures and Lima Ventures in a Pre-Series A bridge round!",9339366f-5474-4394-b25d-00e43a578b9f,,,studiobillion,23august,noleadinvestor,seriesa,"B4YO Capital, WePlay Ventures, Lima Ventures",2025-08-31 08:48:35
1534,IMPORTED,2021-04-26,Topebox,1.0,Seed,Early-stage Investments,2021-04-26,0,,"Animoca Brands, Axia8, Megala Ventures, OKX Blockdream Ventures",https://www.techinasia.com/vietnamese-indie-game-studio-raises-1m-blockchain-game,Vietnamese game studio Topebox and its blockchain partner KardiaChain have announced the conclusion of a nearly US$1 million round of investment for an upcoming blockchain game called My DeFi Pet.,d422228e-693e-4aa0-9bfc-ac1e1ab711c6,,,topebox,21april,noleadinvestor,seed,"OKEx Blockdream Ventures, Animoca Brands Corporation Limited, Axia8 Venture and Megala Ventures",2025-08-31 08:48:35
1533,ON APPROVAL,2020-07-08,Champion Games,1.1,Seed,Early-stage Investments,2020-07-08,0,Play Ventures,Encomenda Smart Capital,http://notenoughinformation.com,"Champion Games, a Barcelona, Spain-based startup buildinga fantasy sport game named Mister Fantasy, closed â¬1 million ($1.1M) in a pre-seed funding round.",30ecf2b9-4321-4130-8302-38829fa110fb,,,championgames,20july,noleadinvestor,seed,Play Ventures (lead) / Encomenda Smart Capital ,2025-08-31 08:48:34
1532,IMPORTED,2020-03-26,Tribe Gaming,1.0,Seed,Early-stage Investments,2020-03-26,0,,"Claudio Castagnoli (Claudio Castagnoli), Gordon Hayward (Gordon Hayward), Kristian Segerstrale (Kristian Segerstrale), Victor Krahn (Victor Krahn)",https://venturebeat.com/2020/03/26/tribe-gaming-raises-1-04-million-from-celebrity-athletes-to-expand-its-mobile-esports-business/,"Texas-based mobile esports organization and content powerhouse, Tribe Gaming has secured $1m in seed funding to establish a new headquarter in Austin (Texas), to open a content creator lab for mobile gaming, and to fuel further business growth.",6265840e-6225-4108-9243-e3f65e470956,,,tribegaming,20march,noleadinvestor,seed,"Claudio Castagnoli (Claudio Castagnoli), Gordon Hayward (Gordon Hayward), Kristian Segerstrale (Kristian Segerstrale), Victor Krahn (Victor Krahn)",2025-08-31 08:48:34
1531,IMPORTED,2020-12-11,Cosmos Video,2.6,Seed,Early-stage Investments,2020-12-11,0,LocalGlobe,"Andy Chung, Entrepreneur First, Omid Ashtari, Philipp Moehring (AngelList)",https://techcrunch.com/2020/12/11/cosmos-video-a-club-penguin-for-adults-to-socialise-and-work-raises-2-6m-from-localglobe/,"Step forward Cosmos Video has raised $2.6 million in seed funding from LocalGlobe, with participation from Entrepreneur First, Andy Chung and Philipp Moehring (AngelList), and Omid Ashtari (former president of Citymapper). Cosmos allows users to create virtual venues by combining game mechanics with video chat.",453d23ab-decf-4159-95cb-47c670c28cf6,,,cosmosvideo,20december,noleadinvestor,seed,"LocalGlobe / Entrepreneur First, Andy Chung and Philipp Moehring (AngelList), and Omid Ashtari",2025-08-31 08:48:34
1530,IMPORTED,2022-04-14,Gleam Games,1.0,Seed,Early-stage Investments,2022-04-14,0,Ludus Ventures,"Fatih, Firat Isbecer",https://mobidictum.biz/gleam-games-completes-1-million-investment-round/,"Announcing that it has released its first game, Fruit Match, in the past months, the local gaming startup Gleam Games has completed a $1 million bridge investment tour led by Ludus Ventures, including Fatih and FÄ±rat Ä°Åbecer.",d36c9c0f-1735-4175-9907-84113dcc342a,,,gleamgames,22april,noleadinvestor,seed,Ludus Ventures (lead) / Fatih and F?rat ??becer.,2025-08-31 08:48:34
1529,IMPORTED,2025-03-06,Welevel,5.7,Series A,Early-stage Investments,2025-03-06,0,BITKRAFT Ventures,"BMWK (DLR), Goodwater Capital",https://venturebeat.com/games/welevel-raises-5-7m-to-revolutionize-procedural-game-development/,"Germany-based game developer Welevel has raised $5.7m in a funding round led by BITKRAFT Ventures, with participation from BMWK (DLR), Goodwater, and angel investors. The funds will enhance the companyâs AI capabilities to streamline game development. Welevel is developing an AAA sandbox survival game that integrates various AI technologies.",66416a9f-199d-4e30-befb-75f480bd67fa,,,welevel,25march,noleadinvestor,seriesa,"BITKRAFT Ventures (lead) / BMWK (DLR), Goodwater",2025-08-31 08:48:34
1528,IMPORTED,2021-10-21,Piepacker,12.0,Series A,Early-stage Investments,2021-10-21,0,LEGO,"Makers Fund, V13 Invest",https://piepacker.medium.com/piepacker-raises-12m-in-series-a-funding-led-by-lego-ventures-a3c592822fea,"US-based social gaming platform Piepacker has raised $12m in Series A round led by LEGO Ventures. with participation from Makers Fund, and others. The funding will be used for the companyâs growth and an expansion of the platform to more devices and territories.",0becc6b7-3068-4f9d-a4d5-4273781026d5,,,piepacker,21october,noleadinvestor,seriesa,LEGO Ventures (lead) / Makers Fund and V13 Invest,2025-08-31 08:48:34
1527,ON APPROVAL,2020-04-15,Nifty Games,12.0,Series A,Early-stage Investments,2020-04-15,0,March Capital Partners,"Axiomatic, Century Games, Courtside Ventures, Defy Partners, Major League Soccer Players Union, NFL Players' Association, OneTeam Collective, RedBird Capital, The Major League Baseball Players Association (MLBPA), Transcend Fund, U.S. Women's National Team Players' Association, Vulcan Capital, Women's National Basketball Players' Association",http://notenoughinformation.com,"CA-based Nifty Games has completed $12m Series A funding round to make mobile sports game NFL Clash. The round was led by March Capital Patners with the participation of previous investors Axiomatic Gaming and Defy VC. New investors include Vulcan Capital, Courtside Ventures, Transcend Fund, Century Game and OneTeam Ventures.",05e72a7e-1b96-4916-9bac-932bbb1394cd,,,niftygames,20april,noleadinvestor,seriesa,"March Capital Patners (lead) / Century Game, NFL Players Association, Women's National Basketball Players Association, Major League Soccer Players Union, U.S. Women's National Team Players Association, RedBird Capital Partners, Vulcan Capital, CourtsideVC, Defy, Transcend Fund, OneTeam Collective, Major League Baseball Players Association Investment Savings Plan and aXiomatic",2025-08-31 08:48:34
