Date,Year,Quarter,Target name,Investors / Buyers,Type,Category,AI,"Size, $m",% acquired,Sector,Segment,Target's Country,Region,Target Founded,Gender,Target's Website,Short Deal Description,Deal Link,Amount_Status
14/12/2021,2021,Q4'21,Medal.tv ,Omers Ventures (lead) / Makers Fund,Series C,Late-stage VC,No,45.0,,Platform&Tech,Platform,The Netherlands,Western Europe,2015.0,Men,https://medal.tv/,"Netherlands-based platform for short-form video for games Medal.tv has raised $60m in fundings. The company received a $45m round led by Omers Ventures, and a $15m round from Makers Fund, Horizon Ventures, Dune Ventures, and other investors. The funding will help Medal.tv to add more technology solutions for its platform, scale the team and get more resources for further development.",https://venturebeat.com/2021/12/14/medal-tv-raises-60m-as-creators-clip-2m-game-moments-a-day/,DISCLOSED
14/12/2021,2021,Q4'21,Moonray PBC,"Animoca Brands (lead) / GBV Capital, Metavest Capital, LD Capital, Lucid Blue Ventures",Seed round,Early-stage VC,No,3.5,,Platform&Tech,Blockchain-powered,United States,North America,2020.0,Men,https://moonray.game/,Moonray PBC raises $3.5M for marketplace for nonfungible token (NFT) game items as it continues to build its multiplayer action-RPG Moonray.,https://venturebeat.com/2021/12/14/moonray-pbc-raises-3-5m-for-marketplace-for-nft-game-items/,DISCLOSED
14/12/2021,2021,Q4'21,Rumble Kong League,"JDS Crypto (lead) / IDEO CoLab Ventures, SkyVision Capital, Animoca Brands, Framework Ventures, Victory Creative Group, CAA Sports, Sebastien Borget, Arthur Madrid, Paul George",Seed round,Early-stage VC,No,4.5,,Platform&Tech,Blockchain-powered,United States,North America,2021.0,Men,http://rumblekongleague.com/,"US-based blockchain games developer Rumble League Studios has raised $4.5m in seed funding. The round was led by JDS Crypto, with participation from IDEO CoLab Ventures, and others. The funding will go towards launching its play-to-earn 3v3 basketball game Rumble Kong League and further growth of the project in the metaverse.",https://www.businesswire.com/news/home/20211214006085/en,DISCLOSED
15/12/2021,2021,Q4'21,Edge Gaming,Playtika (lead) / Stardom Ventures and AnD Ventures,Seed round,Early-stage VC,No,10.0,,Platform&Tech,Platform,Israel,MENA,2021.0,Men,https://www.edgegaming.gg/,"Israel-based gaming startup Edge Gaming has raised $10m in Seed funding. The round was led by mobile games developer Playtika with the participation of existing investors, Stardom Ventures and AnD Ventures. The main product of the company is called Playables - custom mini-games based on some of the existing recorded gameplay moments from other titles. Edge Gaming plans to use funds in order to expand its Playables which will debut with popular AAA games.",https://esportsinsider.com/2021/12/edge-gaming-raises-10m-for-playables-format/,DISCLOSED
15/12/2021,2021,Q4'21,Green Tile Digital,Amplifier Game Invest AB (Embracer Group (STO: EMBRAC B)),Control,M&A,No,0.0,100.0,Gaming,PC&Console,Sweden,Western Europe,2020.0,,https://greentiledigital.com/,"Amplifier Game Invest, a subsidiary of Embracer Group, acquires Green Tile Digital, an independent game studio located in Skovde, Sweden. ",https://www.amplifiergameinvest.com/amplifier-acquires-swedish-studio-green-tile-digital/,UNDISCLOSED
15/12/2021,2021,Q4'21,GSN Games,Scopely,Control,M&A,No,1000.0,100.0,Gaming,Mobile,United States,North America,1999.0,Men,https://gsngames.com/,"Scopely, one of the largest privately held mobile-first video game companies, and Sony Pictures Entertainment (“SPE”) today announced an agreement for Scopely to acquire GSN Games, a division of Game Show Network, LLC (“GSN”), a wholly owned subsidiary of of SPE. GSN Games operates a portfolio of free-to-play mobile and online games that includes “Solitaire TriPeaks” and “Bingo Bash,” among other titles.
The purchase price for the transaction is approximately $1 billion, half of which will be paid in cash and the remainder in preferred equity, providing SPE with a minority interest in Scopely and the opportunity to benefit from the expected growth of the company and the mobile games industry. ",https://scopely.com/blog/scopely_to_acquire_gsn_games_from_sony_pictures_entertainment/,DISCLOSED
15/12/2021,2021,Q4'21,Lucky Kat ,Fragbite,Control,M&A,No,20.1,,Gaming,Mobile,The Netherlands,Western Europe,2015.0,Men,https://www.lucky-kat.com/,"Sweden-based Esports gaming company Fragbite Group (OM: FRAG) acquires Netherlands-based mobile games developer Lucky Kat. The total transaction amount is $20.1m, including $7.8m upfront (paid 72% in cash and 28% in shares) and additional earn-out of up to $12.3m, paid based on the financial performance of Lucky Kat during the next 2 years. Fragbite continues to increase its games portfolio: earlier this year the company purchased the creators of Dead Cells - Playdigious.",https://www.gamesindustry.biz/articles/2021-12-15-fragbite-acquires-hypercasual-studio-lucky-kat-for-7m,DISCLOSED
15/12/2021,2021,Q4'21,OpenBCI,"BITKRAFT Ventures, re.Mind, NaHCO3, the family office of Marc Merrill",Seed round,Early-stage VC,No,0.0,,Platform&Tech,Tech,United States,North America,2014.0,Men,https://openbci.com/,"OpenBCI has raised a round of funding to build neurotechnology that could be used for brain-computer interfaces for games, health, and more.",https://venturebeat.com/2021/12/15/openbci-creates-brain-computer-interfaces-for-gaming-and-more/,UNDISCLOSED
15/12/2021,2021,Q4'21,Outer Ring,"DEXTools, Blockchain Territory, Leit Motiv, Play The Game Agency, Yellow Blocks, Sierra Blockchain, Avstar Capital, Metabrands, Dextforce, Dreamboat Capital",Seed round,Early-stage VC,No,6.0,,Platform&Tech,Blockchain-powered,Spain,Western Europe,2021.0,Men,https://outerringmmo.com/,Outer Ring Raises Nearly $6 Million in Investment. Outer Ring is one of the emerging Play-to-Earn Blockchain games. Now they are proud to announce several important partnerships and collaborations.,https://blazetrends.com/outer-ring-raises-nearly-6-million-in-investment-as-partner-network-continues-to-grow/,DISCLOSED
15/12/2021,2021,Q4'21,Skillz (NYSE: SKLZ),,Fixed Income,Public offering,No,300.0,,Other,Cash-related,United States,North America,2012.0,Men,https://www.skillz.com/,"Skillz Inc. (NYSE: SKLZ) (“Skillz” or the “Company”), today announced that it has priced the previously announced offering of $300 million aggregate principal amount of 10.25% Senior Secured Notes due 2026 (the “notes”) in a private offering (the “offering”). The closing of the offering is expected to occur on December 20, 2021, subject to customary closing conditions. The notes will be fully and unconditionally guaranteed by each subsidiary of the Company, other than certain excluded subsidiaries.",https://investors.skillz.com/news/news-details/2021/Skillz-Announces-Pricing-of-300-Million-of-Senior-Secured-Notes/default.aspx,DISCLOSED
15/12/2021,2021,Q4'21,Skybox Technologies,Private investors,Seed round,Early-stage VC,No,2.3,,Esports,Esports,Denmark,Western Europe,2018.0,Men,http://www.skybox.gg/,Match visualisation and Analytics company Skybox Technologies has appointed three new members to its board of directors and raised EUR2m (GBP1.7m) in funding.,https://esportsinsider.com/2021/12/skybox-investment-board-members/,DISCLOSED
16/12/2021,2021,Q4'21,Consumer Acquisition,Brainlabs,Control,M&A,No,0.0,100.0,Platform&Tech,Tech,United States,North America,2013.0,Men,https://www.consumeracquisition.com/,"Japan-based anime production and gaming company Aniplex - a subsidiary of Sony Music Entertainment  Japan (TYO: 6758; NYSE: SONY), announced the acquisition of the development division of DelightWorks - the studio behind Fate/Grand Order mobile title. As a part of the deal, the division will be rebranded, but further details are not disclosed. The rest of DelightWorks will continue to work independently. We can probably speculate that the company will produce more anime-based titles.",https://www.gamesindustry.biz/articles/2021-12-16-aniplex-acquires-fate-grand-order-development-team,UNDISCLOSED
16/12/2021,2021,Q4'21,Development arm of DelightWorks,Aniplex,Control,M&A,No,0.0,100.0,Gaming,Mobile,Japan,Asia,2020.0,Men,https://www.delightworks.co.jp/,"Japan-based anime production and gaming company Aniplex - a subsidiary of Sony Music Entertainment  Japan (TYO: 6758; NYSE: SONY), announced the acquisition of the development division of DelightWorks - the studio behind Fate/Grand Order mobile title. As a part of the deal, the division will be rebranded, but further details are not disclosed. The rest of DelightWorks will continue to work independently. We can probably speculate that the company will produce more anime-based titles.",https://www.gamesindustry.biz/articles/2021-12-16-aniplex-acquires-fate-grand-order-development-team,UNDISCLOSED
16/12/2021,2021,Q4'21,Embracer Group (STO: EMBRAC B),,"PIPE, Other",Public offering,No,660.0,,Gaming,Multiplatform,Sweden,Western Europe,2008.0,Men,https://embracer.com/,"Embracer Group AB (the ""Company"" or “Embracer Group”) has, as announced in its press release on December 15, 2021, carried out an issue of 69,000,000 new B shares directed to Swedish and international institutional investors, resolved upon by the Board of Directors based on the authorization from the annual general meeting on September 16, 2021 (the ""Share Issue""). The subscription price in the Share Issue is SEK 87 per B share and has been determined through an accelerated book-building procedure led by Nordea Bank Abp, filial i Sverige, HSBC Continental Europe, Skandinaviska Enskilda Banken AB and Swedbank AB (publ) (jointly referred to as ""Managers"").",https://embracer.com/release/embracer-group-successfully-completed-a-directed-issue-of-69000000-new-b-shares-raising-proceeds-of-roughly-sek-6-billion/,DISCLOSED
16/12/2021,2021,Q4'21,Fantico,Animoca Brands,Seed round,Early-stage VC,No,0.0,,Platform&Tech,Blockchain-powered,India,Asia,2021.0,Men,www.fantico.io,"Fantico Pte. Ltd announced that it has received a round of funding on December 16, 2021. The transaction included participation new investor Animoca Brands Corporation Limited and individual investors including Hemant Tucker.",https://www.marketscreener.com/quote/stock/ANIMOCA-BRANDS-CORPORATIO-20566485/news/Fantico-Pte-Ltd-announced-that-it-has-received-funding-from-Animoca-Brands-Corporation-Limited-and-37386701/,UNDISCLOSED
16/12/2021,2021,Q4'21,Incredible Dream ,"General Catalyst (lead) / Advancit Capital, Lighshed Ventures, Courtside VC, Slow Ventures, Abe Burns (Ambridge Capital), and David Birnbaum (Five Four Ventures).",Seed round,Early-stage VC,No,2.0,,Gaming,PC&Console,United States,North America,2020.0,Mixed,https://www.incredibledream.com/,"Incredible Dream raised a $2 million seed round to create a fantasy game series for tabletop gaming fans. The Los Angeles-based studio is making a game called Kinfire Chronicles, and it is making its original fantasy world, characters, games, and transmedia experience for people who want to meet in person.",https://venturebeat.com/2021/12/15/incredible-dream-raises-2m-for-fantasy-tabletop-game-series/,DISCLOSED
16/12/2021,2021,Q4'21,Oxygen Esports ,Boston Uprising ,Control,M&A,No,0.0,,Esports,Esports,United States,North America,2020.0,Men,http://oxgesports.com/,North American esports organisations Oxygen Esports (OXG) and Boston Uprising have announced a merger that will see both entities acquire the 12th Call of Duty League franchise spot. ,https://esportsinsider.com/2021/12/oxygen-esports-boston-uprising/,UNDISCLOSED
16/12/2021,2021,Q4'21,Vmates,"Marshland Capital, Moonrock Capital, Magnus Capital, Vendetta Capital, Pluto Digital Assets, Next Block Accelerator and FMFW.io",Seed round,Early-stage VC,No,0.0,,Platform&Tech,Blockchain-powered,United States,North America,2021.0,Men,https://vmates.io/,"Vmates, a pet social gamefi platform, announced it secured strategic financing from Marshland Capital, Moonrock Capital, Magnus Capital, Vendetta Capital, Pluto Digital Assets, Next Block Accelerator and FMFW.io.
",https://finance.yahoo.com/news/vmates-raises-strategic-funding-execute-054600124.html,UNDISCLOSED
17/12/2021,2021,Q4'21,Dorian,"The Raine Group (lead) / March Gaming, London Venture Partners (LVP), vgames, Gaingels and Graham & Walker.",Series A,Early-stage VC,No,14.0,,Platform&Tech,Platform,United States,North America,2018.0,Women,https://dorian.live/,"Dorian, Women-first Game Platform for Creators, Streamers & Players, Raises $14M Series A, Led by the Raine Group",https://www.gamesindustry.biz/dorian-raises-usd14-million-in-series-a-round,DISCLOSED
17/12/2021,2021,Q4'21,Mana,"One Way Ventures, Pillar, Quasar Holding Co., Sundance DiGiovanni (co-founder of Major League Gaming, and former vice president of brand and content at Activision Blizzard), BlockDream Ventures (OKEX), and Sandeep Nailwal, Co-founder and COO of Polygon Network",Seed round,Early-stage VC,No,7.0,,Platform&Tech,Tech,United States,North America,2021.0,Men,https://www.mana.app/,"US-based financial technology company serving gamers Mana Interactive has raised $7m in Seed funding. One Way Ventures, Pillar, Quasar Holding Co., and others participated in this round. The funding will be used for creating a new financial ecosystem, built around rewards for gamers.",https://www.businesswire.com/news/home/20211217005126/en,DISCLOSED
17/12/2021,2021,Q4'21,Turtle Rock,Tencent (SEHK: 700) ,Control,M&A,No,0.0,100.0,Gaming,PC&Console,United States,North America,2003.0,Men,https://www.turtlerockstudios.com/,"Tencent (SEHK: 700) acquires US-based PC&console games studio Turtle Rock - the developers of Left 4 Dead, Evolve, and recent Back 4 Blood titles. The financial terms of the deal are not disclosed. However, Turtle Rock will continue to operate independently under existing leadership. Tencent was quite active in terms of M&A for the whole year - the Chinese giant took first place in our Q1-Q3 2021 Strategic Investors ranking with 69 closed deals since the beginning of the year.",https://www.gamesindustry.biz/articles/2021-12-17-tencent-buys-back-4-blood-developer-turtle-rock,UNDISCLOSED
20/12/2021,2021,Q4'21,Crowfall,Monumental,Control,M&A,No,0.0,100.0,Gaming,PC&Console,,,,Men,https://crowfall.com/en-US/,US-based mobile games developer Monumental announced the acquisition of MMORPG Crowfall from the US-based independent games publisher developer ArtCraft Entertainment. The financial terms of the deal are not disclosed; the developers behind Crowfall will join Monumental.,https://www.gamespress.com/fr/Monumental-acquires-Crowfall-MMO,UNDISCLOSED
20/12/2021,2021,Q4'21,GDevelop,"Seedcamp / Secretfund, Kima Ventures, Ascension, Jabre Capital Partners, The Fund and Foreword.vc",Seed round,Early-stage VC,No,1.4,,Platform&Tech,Tech,United Kingdom,Western Europe,2021.0,Men,https://gdevelop.io/,"GDevelop is a game engine that lets you develop a video game without any specific development experience. While the “no-code” trend has been quite popular this year, GDevelop has been around for a few years already. The startup has recently raised a $1.4 million funding round led by Seedcamp, with Secretfund, Kima Ventures, Ascension, Jabre Capital Partners, The Fund and Foreword.vc also participating. A few business angels also invested, such as Michael Pennington, Ross Sheil, Emmanuel Nataf, Will Neale and Ian Hogarth.",https://techcrunch.com/2021/12/20/gdevelop-wants-to-make-game-development-accessible/?guccounter=1&guce_referrer=aHR0cHM6Ly93d3cuZ29vZ2xlLmNvbS8&guce_referrer_sig=AQAAAF9Hdrmva5-to5_0fmNzIgsP2ZIZnd6PUjnyyPIkrnzJZ2EUu1eyHKJyRek_NAtx7n7PU03xk8IB5p-pXEDCyWyjY7ezHohDl_sdAm_IQFrAiI3Tf5t7yZwWP6OQLcUaPH_YltgetB3LzPG8bU4xR9n6ZPh-bMIbzisbi2W5f2K1,DISCLOSED
20/12/2021,2021,Q4'21,OrenCT (Cowboy Snake),DoraHacks; Krypital Group; Unicorn Fintech UK Limited; Axia8 Ventures; COINS GROUP; MEXC Global Ltd.; Alpha Waves PTE. LTD; Rhythm BlockBeats; AKA Ventures; AnhReview Capital; Blockchain Alliance for Sustainability; Clovers Ventures; CMC Capital; CoinF Research Commun ity; CoinLab; Space Ventures DAO; Kiwi Group; Moniwar; THUANCAPITAL; TienThuatToan Capital,Seed round,Early-stage VC,No,2.1,,Platform&Tech,Blockchain-powered,Vietnam,Asia,2021.0,Men,https://medium.com/@cowboysnake,"COWBOY SNAKE, a P2E game inspired by Snake, has raised seed and private rounds of $2.1million from notable crypto investment funds, including AKA Ventures, ARC Capital, Axia8 Ventures, BAS Ventures, Blockbeats, Clovers Ventures, CMC Community, CoinF, CoinLab, Coins Group, Crypto Holic, Crypto Space, DareNFT, DD Community, DoraHacks Ventures, DTS, Kiwi Group, Krypital Group, MEXC, MoniHub, Onus (Jade Labs), OrenCT Ventures, The Leak Capital, ThuanCapital, TienThuatToan Capital, UFIN",https://www.stratfordbeaconherald.com/newsfile/107946-cowboy-snake-raises-2-1m-to-turn-snake-into-the-first-team-vs-team-p2e-game-platform-on-blockchain,DISCLOSED
20/12/2021,2021,Q4'21,Rec Room,"Coatue Management (lead) / Sequoia Capital, Index Ventures, Madrona Venture Group",Growth,Late-stage VC,No,145.0,,Gaming,Multiplatform,United States,North America,2016.0,Men,https://recroom.com/,"US-based UGC VR social gaming platform Rec Room has raised $145m at a $3.5B valuation. The round was led by Coatue Management, with participation from existing investors Sequoia Capital, Index Ventures, and Madrona Venture Group.",https://techcrunch.com/2021/12/20/rec-room-raises-145m-at-a-3-5b-valuation-for-its-user-generated-immersive-gaming-platform/,DISCLOSED
21/12/2021,2021,Q4'21,Abrakadabra Games,Weplay Ventures,Seed round,Early-stage VC,No,0.0,,Platform&Tech,Tech,Turkey,MENA,1996.0,Men,https://abrakadabragames.io/,"Developing gamification technologies for Metaverse, Abrakadabra Games received its first investment from WePlay Ventures",https://mobidictum.com/game-industry/abrakadabra-games-received-first-investment-from-weplay-ventures/,UNDISCLOSED
21/12/2021,2021,Q4'21,Dynasty Studios,"Framework Ventures / CoinFund, Dapper Labs, Wood Investment Partners, Timo Schlaefer, and Stefano Schiavi ",Seed round,Early-stage VC,No,5.0,,Platform&Tech,Blockchain-powered,Denmark,Western Europe,2021.0,Men,https://dynastystudios.io/,"Denmark-based games developer Dynasty Studios has raised $5m in the round led by Framework Ventures, with participation from.  CoinFund, Dapper Labs, and others. The funding will be used to create blockchain-based games with NFT elements. ",https://venturebeat.com/2021/12/21/dynasty-studios-raises-5m-to-take-traditional-games-into-blockchain/,DISCLOSED
21/12/2021,2021,Q4'21,GOX,eMerge,Seed round,Early-stage VC,No,0.0,,Platform&Tech,Platform,Indonesia,Asia,2019.0,Men,https://www.gox.id/,"The network has announced its first investment in GOX, an Indonesian gaming live streaming platform and community. GOX taps into an industry plagued with limited monetisation features and the inefficiency of audience-streamer interactions.",https://e27.co/mdi-ventures-launches-angel-investment-network-emerge-with-an-investment-in-gox-20211221/,UNDISCLOSED
21/12/2021,2021,Q4'21,Iron Throne: The Firstborn (IP),Stillfront Group (STO: SF),Control,M&A,No,0.0,100.0,Gaming,Mobile,,,,Men,http://www.playironthrone.com/,"Sweden-based gaming giant Stillfront announced the acquisition of mobile strategy game Iron Throne: The Firstborn from Korea-based Netmarble. The financial terms of the deal are not disclosed; however, the game will change its name to Rise of Firstborn and will be operated by Stillfront’s studio Kixeye.",https://www.stillfront.com/en/stillfront-acquires-mobile-strategy-game-iron-throne-the-firstborn/,UNDISCLOSED
21/12/2021,2021,Q4'21,Shiver Entertainment,Embracer Group (STO: EMBRAC B),Control,M&A,No,0.0,100.0,Gaming,Outsourcing,United States,North America,2012.0,Men,https://shiver.net/,"Founded in 2013, the US-based third-party games developer Shiver Entertainment was fully acquired by Embracer for an undisclosed sum. A team of around 20 people will join the Saber Interactive operative group to participate in the company’s work-for-hire business. ",https://embracer.com/release/embracer-group-acquires-shiver-entertainment/,UNDISCLOSED
21/12/2021,2021,Q4'21,Upland,G5 Entertainment (STO:G5EN),Corporate,Corporate,Yes,2.0,,Platform&Tech,Blockchain-powered,United States,North America,2018.0,Men,https://www.upland.me/,"Sweden-based free-to-play games developer and publisher G5 Entertainment has acquired an undisclosed amount of shares in the US-based blockchain metaverse startup Upland for $2m. With this deal, G5 is expanding in the blockchain segment, which is attracting a lot of attention this year.",https://www.businesswire.com/news/home/20211222005263/en,DISCLOSED
21/12/2021,2021,Q4'21,Waste Creative,Keywords Studios,Control,M&A,No,12.9,100.0,Platform&Tech,Tech,United Kingdom,Western Europe,2006.0,Men,https://www.waste-creative.com/,"Ireland-based digital service provider Keyword Studios announced 2 acquisitions. The first deal is with the UK-based marketing company Waste Creative. The total cost of the deal is $12.9m consisting of initial consideration of $2.9m and possible earn-out up to $10m paid based on performance over the next three years. The second deal is with Australia-based third-party development studio Wicked Witch, with the total price of the deal being $6.5m. With these acquisitions, Keyword continues its expansion into international markets and increases its production capabilities.",https://www.gamesindustry.biz/articles/2021-12-21-keywords-acquires-waste-creative-and-wicked-witch,DISCLOSED
21/12/2021,2021,Q4'21,Wicked Witch,Keywords Studios,Control,M&A,No,6.5,100.0,Gaming,Outsourcing,Australia,Oceania,2001.0,Men,https://www.wickedwitch.com/,"Ireland-based digital service provider Keyword Studios announced 2 acquisitions. The first deal is with the UK-based marketing company Waste Creative. The total cost of the deal is $12.9m consisting of initial consideration of $2.9m and possible earn-out up to $10m paid based on performance over the next three years. The second deal is with Australia-based third-party development studio Wicked Witch, with the total price of the deal being $6.5m. With these acquisitions, Keyword continues its expansion into international markets and increases its production capabilities.",https://www.gamesindustry.biz/articles/2021-12-21-keywords-acquires-waste-creative-and-wicked-witch,DISCLOSED
22/12/2021,2021,Q4'21,Dogami,"Ubisbisite, Animoca Brands, Blockchain Founder Fund, XAnge, Ghaf Capital, Draper Goren Holm, Sebastien Borget",Seed round,Early-stage VC,No,6.0,,Platform&Tech,Blockchain-powered,France,Western Europe,2021.0,Men,https://dogami.com/,NFT game DOGAMI has raised $6 million in funding from ubisoft and Animoca Brands,https://www.theblockbeats.info/en/flash/60919,DISCLOSED
22/12/2021,2021,Q4'21,Mystic Moose,"Animoca Brands (lead) / Courtside Ventures, Republic Crypto, Polygon Studios, and Sky Vision Capital",Seed round,Early-stage VC,No,5.0,,Platform&Tech,Blockchain-powered,United States,North America,2021.0,Men,https://www.planetmojo.io/,"Mystic Moose, a newly minted indie studio, today announced it’d raised $5 million towards its latest project, a gaming metaverse called Planet Mojo. The round of funding was led by Animoca Brands, with participation from Courtside Ventures, Republic Crypto, Polygon Studios, and Sky Vision Capital, among others.",https://venturebeat.com/2021/12/22/mystic-moose-raises-5m-to-build-game-metaverse-planet-mojo/,DISCLOSED
23/12/2021,2021,Q4'21,Cosmic Guild,Binance Labs / ,Seed round,Early-stage VC,No,1.5,,Platform&Tech,Blockchain-powered,Singapore,Asia,2021.0,Men,https://cosmicguild.io/,"Binance Labs led $1.5 million seed spherical for Cosmic Guild, a play-to-earn group of avid gamers. The funds will probably be used to increase Cosmic Guild’s portfolio of NFTs and digital recreation property to provide extra alternatives to Cosmic’s group of avid gamers.",https://cryptonewsweb.net/2021/12/23/binance-labs-leads-1-5-million-seed-round-for-cosmic-guild-to-support-scholarships-and-to-strengthen-nft-portfolios/,DISCLOSED
26/12/2021,2021,Q4'21,StarSharks,"Basics Capital, Binance Labs, DAO Maker, ICO Drops, KuCoin Labs, MarketAcross, Redline Dao, Vendetta Capital, Infinity Ventures Crypto",Seed round,Early-stage VC,No,4.8,,Platform&Tech,Blockchain-powered,,,,Mixed,https://starsharks.com/,StarSharks aims to build the world’s first shark metaverse focused on building and sharing experiences with other players. The project secured $5.8 million in private funding and has the backing of Binance Labs through a strategic investment.,https://bitcoinist.com/starsharks-raises-4-8-million-in-private-round-to-disrupt-siloed-gamefi-nft-assets/,DISCLOSED
27/12/2021,2021,Q4'21,Ertha Metaverse,"Shanghai Leide Investment Management Co., Ltd.; AU21 Capital; Dialectic AG; Momentum 6; X21 Digital; OKEx Blockdream Ventures; Genblock Capital; Shima Capital; Gd10 Venture",Seed round,Early-stage VC,No,5.4,,Platform&Tech,Blockchain-powered,Lithuania,Eastern Europe,2016.0,Men,https://ertha.io/,"Ertha Metaverse Closes Funding Round with $5.4 Million Raised. According to the official announcement shared by Ertha Metaverse, a GameFi protocol running on the top of Binance Smart Chain, its multi-phase fundraising campaign has been completed.",https://u.today/ertha-metaverse-closes-funding-round-with-54-million-raised-from-top-vcs-1,DISCLOSED
27/12/2021,2021,Q4'21,EsportsXO,"We Founder Circle / Wami Capital, SOSV, Mumbai Angels Network, SucSEED Indovation Fund, Eximius Ventures and FAAD Network",Seed round,Early-stage VC,No,1.1,,Esports,Esports,India,Asia,2020.0,Men,https://esportsxo.gg/,"Gaming startup EsportsXO has raised $1.1 million in a seed round led by We Founder Circle and followed by Wami Capital, SOSV, Mumbai Angels Network, SucSEED Indovation Fund, Eximius Ventures and FAAD Network. The Founding team Vikas Goel, Utsav Umang and Rohit Raj had invested $200K before raising the first investor round.",https://entrackr.com/2021/12/esportsxo-raises-1-1-mn-in-a-seed-round/,DISCLOSED
27/12/2021,2021,Q4'21,MYBO Game,ByteDance,Minority,M&A,No,15.8,18.6,Gaming,Mobile,China,Asia,2009.0,Men,https://mybogame.com/,"Byte more than 100 million yuan has increased its holdings of MYBO Games, a mobile games developer, accounting for 18.64% of the stocks.",https://www.itjuzi.com/investevent/12969785,DISCLOSED
27/12/2021,2021,Q4'21,SoulGame,Beijing Muyuan Technology,Corporate,Corporate,No,0.0,,Gaming,Mobile,China,Asia,2012.0,Men,https://soulgame.com/,"Beijing Soul World Information Technology Co., Ltd. has undergone industrial and commercial changes, adding Beijing Muyuan Technology Co., Ltd., an affiliate of Kuaishou, as a shareholder",https://www.chinaventure.com.cn/flash/20211227-83138.html,UNDISCLOSED
28/12/2021,2021,Q4'21,GoFungibles,"Moonrock Capital, AU21, Genblock Capital, X21, Oddiyana Ventures/ Magnus Capital, Icetea Labs, InnMind, Metrix Capital, Ellipti, Oddiyana Ventures, ZBS Capital, AC Capital, Asteroid Capital, IBC Group, BitCreed Capital, etc.",Seed round,Early-stage VC,No,4.0,,Platform&Tech,Blockchain-powered,,,2017.0,Men,https://gofungibles.com/,"GameFi stage GoFungibles, based on the Polygon blockchain, has reported the conclusion of its $4m private raising money round. The Round was driven by Moonrock Capital, Genblock Capital, AU21, X21, and Oddiyana Ventures. Other remarkable Participants include Magnus capital, Icetea Labs, InnMind, Metrix capital, Ellipti, Oddiyana ventures, ZBS capital, AC capital, Asteroid capital, IBC group, BitCreed Capital and the more. The Fundraising adjusts come later GoFungibles as of late presented its first blockchain-based P2E and P2W endless mobile runner game, Metarun.",https://www.theblockbeats.info/en/flash/61511,DISCLOSED
28/12/2021,2021,Q4'21,Ready Player Me,"Taavet+Sten (lead) / Konvoy Ventures, NordicNinja",Series A,Early-stage VC,No,13.0,,Platform&Tech,Blockchain-powered,Estonia,Eastern Europe,2020.0,Men,https://readyplayer.me/,"Wolf3D today announced it’s closed a round of funding for its metaverse avatar platform, Ready Player Me. It raised $13 million, with the round being led by Taavet+Sten, a firm led by the co-founder of Wise, and Sten Tamkivi, the co-founder of Teleport. Other investors in the fundraising include Konvoy Ventures, NordicNinja, and Tom Preston-Werner, co-founder of Github.",https://venturebeat.com/2021/12/28/ready-player-me-a-metaverse-avatar-platform-raises-13m-in-funding/,DISCLOSED
30/12/2021,2021,Q4'21,More than Gamers,Private investors,Seed round,Early-stage VC,No,0.0,,Platform&Tech,Blockchain-powered,United States,North America,2021.0,Men,https://www.morethangamersnft.io/,"After selling out in 30 seconds, Metaverse gaming NFT project More Than Gamers (MTG) has announced an undisclosed amount of seed funding led by respective co-founders of QGlobe, with participation from the founding team contributor of Twitch, and founding team member of World Star.",https://hackernoon.com/more-than-gamers-receives-vc-investment-from-founding-twitch-community-builder,UNDISCLOSED
31/12/2021,2021,Q4'21,Bleed Esports,Asia Venture Capital (lead) /,Seed round,Early-stage VC,No,50.8,,Esports,Esports,Singapore,Asia,2021.0,,https://x.com/ggbleed,Bleed Esports Raises $50.8M Investment From Asia Venture Capital,https://thebusinessofesports.com/2021/12/31/bleed-esports-raises-50-8m-investment-from-asia-venture-capital/,DISCLOSED
31/12/2021,2021,Q4'21,Silvercoin Studios,Sisu Game Ventures (lead) / Private investors,Seed round,Early-stage VC,No,0.34,,Gaming,Mobile,Finland,Western Europe,2021.0,Men,https://www.linkedin.com/company/silvercoin-studios/,Sisu games ventures invested EUR 300k into Finland-based mobile hypercore games developer.,Provided by the company,DISCLOSED
31/12/2021,2021,Q4'21,Tiny Titan Studios,Trophy Games,Control,M&A,No,0.0,100.0,Gaming,Mobile,Canada,North America,2014.0,Men,https://www.tinytitanstudios.com/,"Today, Trophy Games Development A/S (Trophy Games) entered into an agreement with Jeff Evans and Jeff Evans Family Trust to acquire 100% of the shares in Tiny Titan Studios (Tiny Titan). Tiny Titans is a Canadian game developer company building games targeted towards mobile devices, including the popular title Tiny Rails. The acquisition is expected to widen Trophy Games’ game portfolio for future growth",,UNDISCLOSED
02/01/2022,2022,Q1'22,Galaxy Fight Club,"Animoca Brands (lead) / Sequoia Capital, SkyVision Capital",Seed round,Early-stage VC,No,7.0,,Platform&Tech,Blockchain-powered,United States,North America,2021.0,,https://galaxyfightclub.com/,"Galaxy Fight Club announced that it has received $7 million in a round of funding co-led by new investors Animoca Brands Corporation Limited, SkyVision Capital and Sequoia Capital Operations LLC on February 1, 2022. ",https://mobidictum.biz/galaxy-fight-club-raises-7-million/,DISCLOSED
