id,status,name,also_known_as,aliases,type,founded,hq_country,hq_region,ownership,sector,segment,features,specialization,aum,parent_company,transactions_count,was_added,created_by,was_changed,modified_by,search_index,arc_website,IG_ID,ig_role
1415,IMPORTED,Indigo Pearl,,,Strategic / CVC,2000,United Kingdom,British Isles,Private,Gaming (Content Development/Publishing),Outsourcing/WFH,,Generalist,,,0,21/06/2025 20:13,,21/06/2025 20:13,,,,654,target
1957,IMPORTED,Industrial Technology and Witchcraft,,,Strategic / CVC,2021,Germany,Western Europe,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0,21/06/2025 20:16,,21/06/2025 20:16,,,https://www.industrial-technology-and-witchcraft.com/,1965,target
1439,IMPORTED,Infinity Plus Two,,,Strategic / CVC,2012,Australia,Australia and New_Zealand,Private,Gaming (Content Development/Publishing),Multiplatform/Web,,Generalist,,,0,21/06/2025 20:13,,21/06/2025 20:13,,,,702,target
1638,IMPORTED,Influenceink,,,Strategic / CVC,2019,USA,North America,Private,Platform & Tech,,,Generalist,,,0,21/06/2025 20:15,,21/06/2025 20:15,,,https://inkgames.com/,1203,target
57,ENABLED,Initial Capital,,,Venture Capital & Accelerators,2010,United Kingdom,British Isles,Private,,,,Gaming,150,,14,08/04/2025 10:33,naumvano@gmail.com,08/04/2025 10:33,naumvano@gmail.com,,,1328,participant
8295,IS INCOMPLETE,Innovate UK,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,2,30/08/2025 18:52,,30/08/2025 18:52,,"Innovate UK, notenoughinformation, notenoughinformation",,4131,participant
324,ENABLED,Insight Partners,,,Venture Capital & Accelerators,1995,USA,North America,Private,,,,Generalist,,,11,03/05/2025 16:48,naumvano@gmail.com,03/05/2025 16:48,naumvano@gmail.com,,,3933,participant
2829,IMPORTED,Integrated Reality Labs,,,Strategic / CVC,2023,USA,North America,Private,Gaming (Content Development/Publishing),Mobile,AI/ML,Generalist,,,0,21/06/2025 20:22,,21/06/2025 20:22,,,https://www.playslap.com/irl,3937,target
9142,IS INCOMPLETE,Intel Capital,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,30/08/2025 18:53,,30/08/2025 18:53,,"Intel Capital, notenoughinformation, notenoughinformation",,667,lead
1112,IMPORTED,Intiny,,,Strategic / CVC,2000,China,Eastern Asia,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0,21/06/2025 20:12,,21/06/2025 20:12,,,,3061,target
,TO BE CREATED,Inutan Studio,,,Strategic / CVC,2023,notenoughinformation,notenoughinformation,Private,Platform & Tech,Platform & Tech,Blockchain/web3,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Inutan Studio, notenoughinformation",https://playariagame.com/,4134,target
11192,IS INCOMPLETE,Investinor,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,30/08/2025 18:55,,30/08/2025 18:55,,"Investinor, notenoughinformation, notenoughinformation",,50,participant
11302,IS INCOMPLETE,Investment Technology Group,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,30/08/2025 18:55,,30/08/2025 18:55,,"Investment Technology Group, notenoughinformation, notenoughinformation",,144,lead
7845,IS INCOMPLETE,IoTeX,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,30/08/2025 18:52,,30/08/2025 18:52,,"IoTeX, notenoughinformation, notenoughinformation",,1459,participant
10170,IS INCOMPLETE,Irongrey,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,30/08/2025 18:54,,30/08/2025 18:54,,"Irongrey, notenoughinformation, notenoughinformation",,475,lead
927,IMPORTED,Irreverent Labs,,,Strategic / CVC,2021,USA,North America,Private,Platform & Tech,,Blockchain/web3,Generalist,,,0,21/06/2025 20:11,,21/06/2025 20:11,,,https://www.irreverentlabs.com,2057,target
,TO BE CREATED,Isaac,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Isaac,http://notenoughinformation.com,4059,participant
741,ENABLED,Iskra,,,Strategic / CVC,2000,Singapore,Southeast Asia,Private,Platform & Tech,,Blockchain/web3,Generalist,,,0,21/06/2025 20:10,,30/08/2025 13:02,sergeyevdokimov1@gmail.com,"Iskra, SG, Southeast Asia, https://www.iskra.world/",https://www.iskra.world/,"3360, 3615","target, target"
,TO BE CREATED,Ivy Capital,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Ivy Capital,http://notenoughinformation.com,"512, 3830","lead, participant"
288,ENABLED,J.P. Morgan,,JPMorgan Chase Bank,Other,2000,USA,North America,Private,,,,Generalist,,,10,30/04/2025 06:20,naumvano@gmail.com,30/04/2025 06:20,naumvano@gmail.com,,,3523,participant
288,ENABLED,J.P. Morgan,,JPMorgan Chase Bank,Other,2000,USA,North America,Private,,,,Generalist,,,10,30/04/2025 06:20,naumvano@gmail.com,30/04/2025 06:20,naumvano@gmail.com,,,2405,lead
9409,IS INCOMPLETE,JAFCO Group,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,5,30/08/2025 18:53,,30/08/2025 18:53,,"JAFCO Group, notenoughinformation, notenoughinformation",,3970,lead
,TO BE CREATED,JECO,,,Strategic / CVC,2024,United Kingdom,Western Europe,Private,Platform & Tech,Platform & Tech,AI/ML,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"JECO, United Kingdom, Western Europe",https://www.jeco.co/,4131,target
,TO BE CREATED,JYP Entertainment,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,JYP Entertainment,http://notenoughinformation.com,1585,participant
9674,IS INCOMPLETE,Jeffrey Zirlin,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,30/08/2025 18:54,,30/08/2025 18:54,,"Jeffrey Zirlin, notenoughinformation, notenoughinformation",,1254,participant
10754,IS INCOMPLETE,Jeremy Stoppelman,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,30/08/2025 18:55,,30/08/2025 18:55,,"Jeremy Stoppelman, notenoughinformation, notenoughinformation",,453,participant
2542,IMPORTED,Jerwei Media,,,Strategic / CVC,2021,China,Eastern Asia,Private,Platform & Tech,,,Generalist,,,0,21/06/2025 20:20,,21/06/2025 20:20,,,https://csgokx.cn/,3288,target
9488,IS INCOMPLETE,Jets Capital,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,30/08/2025 18:53,,30/08/2025 18:53,,"Jets Capital, notenoughinformation, notenoughinformation",,4125,participant
1157,IMPORTED,Jiu Zun Digital,Jiu Zun Digital Interactive Entertainment Group,Jiu Zun Digital Interactive Entertainment Group Holdings Limited (SEHK:1961),Strategic / CVC,2011,China,Eastern Asia,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0,21/06/2025 20:12,,21/06/2025 20:12,,,https://www.jiuzundigital.com/,94,target
9704,IS INCOMPLETE,John Salter,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,30/08/2025 18:54,,30/08/2025 18:54,,"John Salter, notenoughinformation, notenoughinformation",,1328,participant
2747,IMPORTED,Joinco Games,,,Strategic / CVC,2022,Turkey,Middle East,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0,21/06/2025 20:21,,21/06/2025 20:21,,,https://www.joincogames.com/,3741,target
955,IMPORTED,Joyride Games,,,Strategic / CVC,2017,USA,North America,Private,Platform & Tech,,Blockchain/web3,Generalist,,,0,21/06/2025 20:11,,21/06/2025 20:11,,,https://www.onjoyride.com/,2103,target
3857,ENABLED,Joystick,Joystick Games,,Strategic / CVC,2020,USA,North America,Private,Platform & Tech,,Blockchain/web3,Generalist,,,0,29/08/2025 08:13,sergeyevdokimov1@gmail.com,29/08/2025 08:13,sergeyevdokimov1@gmail.com,"Joystick, Joystick Games, US, North America, https://joystickgames.com/",https://joystickgames.com/,2078,target
8977,IS INCOMPLETE,Jump Capital,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,9,30/08/2025 18:53,,30/08/2025 18:53,,"Jump Capital, notenoughinformation, notenoughinformation",,2114,participant
3504,ENABLED,Jump Crypto,Jump Trading,,Venture Capital & Accelerators,1999,USA,North America,Private,,,,Generalist,,,12,21/07/2025 17:44,vsidv1777@gmail.com,21/07/2025 17:44,vsidv1777@gmail.com,"Jump Crypto, Jump Trading, US, North America, https://jumpcrypto.com/",,2062,lead
2583,IMPORTED,Jumpgate,NGM:GATE,Jumpgate (NGM:GATE),Strategic / CVC,2011,Sweden,Nordic Countries,Private,Gaming (Content Development/Publishing),Multiplatform/Web,,Generalist,,,1,21/06/2025 20:20,,21/06/2025 20:20,,,https://jumpgategames.se/,3389,target
2292,IMPORTED,Jungle,,,Strategic / CVC,2022,Brazil,South America,Private,Platform & Tech,,Blockchain/web3,Generalist,,,0,21/06/2025 20:18,,21/06/2025 20:18,,,https://www.itsjungle.xyz/,2693,target
3585,ENABLED,Justin Kan,,,Other,1983,USA,North America,Private,,,,Generalist,,,2,24/07/2025 08:14,vsidv1777@gmail.com,24/07/2025 08:14,vsidv1777@gmail.com,"Justin Kan, US, North America",,640,participant
8842,IS INCOMPLETE,Justin Simons,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,30/08/2025 18:53,,30/08/2025 18:53,,"Justin Simons, notenoughinformation, notenoughinformation",,2215,participant
8982,IS INCOMPLETE,Justin Waldron,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,2,30/08/2025 18:53,,30/08/2025 18:53,,"Justin Waldron, notenoughinformation, notenoughinformation",,640,participant
7954,IS INCOMPLETE,K300 Ventures,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,4,30/08/2025 18:52,,30/08/2025 18:52,,"K300 Ventures, notenoughinformation, notenoughinformation",,3733,participant
10485,IS INCOMPLETE,KC Ventures,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,30/08/2025 18:54,,30/08/2025 18:54,,"KC Ventures, notenoughinformation, notenoughinformation",,3881,participant
,TO BE CREATED,KITVEN Fund,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,KITVEN Fund,http://notenoughinformation.com,4076,lead
10169,IS INCOMPLETE,KNET Venture Fund,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,30/08/2025 18:54,,30/08/2025 18:54,,"KNET Venture Fund, notenoughinformation, notenoughinformation",,475,participant
8515,IS INCOMPLETE,KPIT Technologies,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,30/08/2025 18:52,,30/08/2025 18:52,,"KPIT Technologies, notenoughinformation, notenoughinformation",,3116,lead
853,IMPORTED,Kaedim,,,Strategic / CVC,2020,USA,North America,Private,Platform & Tech,,AI/ML,Generalist,,,0,21/06/2025 20:10,,21/06/2025 20:10,,,,797,target
167,ENABLED,Kakao Games,KOSDAQ:A293490,Kakao Games (KOSDAQ: 293490),Strategic / CVC,2013,South Korea,Eastern Asia,Public,Gaming (Content Development/Publishing),Multiplatform/Web,,Generalist,,,16,18/04/2025 08:12,naumvano@gmail.com,22/08/2025 20:38,sergeyevdokimov1@gmail.com,"Kakao Games, KOSDAQ:A293490, KR, Eastern Asia, https://www.kakaogamescorp.com/",https://www.kakaogamescorp.com/,"420, 3541","target, target"
167,ENABLED,Kakao Games,KOSDAQ:A293490,Kakao Games (KOSDAQ: 293490),Strategic / CVC,2013,South Korea,Eastern Asia,Public,Gaming (Content Development/Publishing),Multiplatform/Web,,Generalist,,,16,18/04/2025 08:12,naumvano@gmail.com,22/08/2025 20:38,sergeyevdokimov1@gmail.com,"Kakao Games, KOSDAQ:A293490, KR, Eastern Asia, https://www.kakaogamescorp.com/",,600,lead
1393,IMPORTED,Kakao VX,,,Strategic / CVC,2012,South Korea,Eastern Asia,Private,Platform & Tech,,,Generalist,,,0,21/06/2025 20:13,,21/06/2025 20:13,,,,600,target
3638,ENABLED,Kalaari Capital,,,Venture Capital & Accelerators,2006,India,Southern and Central_Asia,Private,,,,Generalist,,,9,24/07/2025 16:47,vsidv1777@gmail.com,24/07/2025 16:47,vsidv1777@gmail.com,"Kalaari Capital, IN, Southern and Central_Asia, https://kalaari.com/",,404,participant
8397,IS INCOMPLETE,Kalypso Media,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,2,30/08/2025 18:52,,30/08/2025 18:52,,"Kalypso Media, notenoughinformation, notenoughinformation",,1902,lead
9625,IS INCOMPLETE,Karatage,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,2,30/08/2025 18:54,,30/08/2025 18:54,,"Karatage, notenoughinformation, notenoughinformation",,2693,participant
,TO BE CREATED,Keleops,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Keleops,http://notenoughinformation.com,4100,lead
9788,IS INCOMPLETE,Kenzo Ventures,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,30/08/2025 18:54,,30/08/2025 18:54,,"Kenzo Ventures, notenoughinformation, notenoughinformation",,1973,participant
3777,ENABLED,Kevin Lin,,,Other,1976,USA,North America,Private,,,,Generalist,,,12,24/08/2025 08:47,vsidv1777@gmail.com,24/08/2025 08:47,vsidv1777@gmail.com,"Kevin Lin, US, North America",,"373, 2666","participant, participant"
11159,IS INCOMPLETE,Key1 Capital,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,30/08/2025 18:55,,30/08/2025 18:55,,"Key1 Capital, notenoughinformation, notenoughinformation",,2535,lead
66,ENABLED,Keywords Studios,,,Strategic / CVC,1998,Ireland,British Isles,Private,Gaming (Content Development/Publishing),Outsourcing/WFH,,Generalist,,EQT,25,08/04/2025 18:23,kmlfatkh@gmail.com,29/04/2025 20:23,kmlfatkh@gmail.com,,https://www.keywordsstudios.com/,"208, 2915, 654","target, target, lead"
,TO BE CREATED,Khosla Human Ventures,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Khosla Human Ventures,http://notenoughinformation.com,4028,participant
,TO BE CREATED,Kilo Fund,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Kilo Fund,http://notenoughinformation.com,4125,lead
2609,IMPORTED,Kinda Brave,,,Strategic / CVC,2022,Sweden,Nordic Countries,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0,21/06/2025 20:21,,21/06/2025 20:21,,,https://www.kindabrave.com/,3439,target
3487,ENABLED,Kingsway Capital,,Kingsway,Venture Capital & Accelerators,2016,United Kingdom,British Isles,Private,,,,Generalist,2900,,11,21/07/2025 16:40,vsidv1777@gmail.com,21/07/2025 16:40,vsidv1777@gmail.com,"Kingsway Capital, GB, British Isles, https://kingswaycap.com",,"1070, 1186, 2198, 3450","participant, participant, participant, lead"
10629,IS INCOMPLETE,Kiraboshi Capital,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,30/08/2025 18:54,,30/08/2025 18:54,,"Kiraboshi Capital, notenoughinformation, notenoughinformation",,1769,participant
11202,IS INCOMPLETE,Knollwood Advisory,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,30/08/2025 18:55,,30/08/2025 18:55,,"Knollwood Advisory, notenoughinformation, notenoughinformation",,2081,lead
297,ENABLED,Kohlberg Kravis Roberts,"KKR, Kohlberg Kravis Roberts (NYS: KKR)",KKR Capital Markets LLC,Private Equity & Inst.,1976,USA,North America,Private,,,,Generalist,,,4,03/05/2025 16:00,naumvano@gmail.com,05/09/2025 20:57,sergeyevdokimov1@gmail.com,"Kohlberg Kravis Roberts, KKR, Kohlberg Kravis Roberts (NYS: KKR), US, North America, https://www.kkr.com/",,68,participant
,TO BE CREATED,Kohort,,,Strategic / CVC,2018,United Kingdom,Western Europe,Private,Platform & Tech,Platform & Tech,AI/ML,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Kohort, United Kingdom, Western Europe",https://kohort.io/,"2677, 4072","target, target"
9559,IS INCOMPLETE,Kona Venture Partners,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,12,30/08/2025 18:53,,30/08/2025 18:53,,"Kona Venture Partners, notenoughinformation, notenoughinformation",,3881,participant
3019,IMPORTED,Kong Studios,,,Strategic / CVC,2013,USA,North America,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0,29/06/2025 13:43,,29/06/2025 13:43,,,https://kongstudios.net/,"1321, 2777","target, target"
8157,IS INCOMPLETE,Konstantin Koos,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,30/08/2025 18:52,,30/08/2025 18:52,,"Konstantin Koos, notenoughinformation, notenoughinformation",,1958,lead
1240,IMPORTED,Kool2Play,Kool2Play Sp. z o.o.,,Strategic / CVC,2013,Poland,Eastern Europe,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0,21/06/2025 20:12,,21/06/2025 20:12,,,https://www.kool2play.com/,274,target
,TO BE CREATED,Kotaku,,,Strategic / CVC,2004,United States,North America,Private,Other,Other,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Kotaku, United States, North America",https://kotaku.com/,4100,target
243,ENABLED,Krafton,,,Strategic / CVC,2007,South Korea,Eastern Asia,Public,Gaming (Content Development/Publishing),Multiplatform/Web,,Generalist,,,46,19/04/2025 20:58,kmlfatkh@gmail.com,19/04/2025 20:58,kmlfatkh@gmail.com,,,"2300, 3348","lead, lead"
2271,ENABLED,Kratos Studios,,Kratos Gamer Network,Strategic / CVC,2021,India,Southern and Central_Asia,Private,Platform & Tech,,Blockchain/web3,Generalist,,,1,21/06/2025 20:18,,31/08/2025 07:25,alexey.krasilnikov.eu@gmail.com,"Kratos Studios, IN, Southern and Central_Asia, https://www.kratosstudios.io/",https://kgen.io/,"2659, 3763, 2654","target, target, lead"
3629,ENABLED,KuCoin,"KuCoin Labs, KuCoin, KuCoin Ventures",,Strategic / CVC,2017,Seychelles,Eastern Africa,Private,Other,,Blockchain/web3,Generalist,,,14,24/07/2025 16:04,vsidv1777@gmail.com,05/09/2025 20:58,sergeyevdokimov1@gmail.com,"KuCoin, KuCoin Labs, KuCoin, KuCoin Ventures, SC, Eastern Africa, https://www.kucoin.com/?lang=en_US&x=nl_NL&",,2136,lead
3629,ENABLED,KuCoin,"KuCoin Labs, KuCoin, KuCoin Ventures",,Strategic / CVC,2017,Seychelles,Eastern Africa,Private,Other,,Blockchain/web3,Generalist,,,14,24/07/2025 16:04,vsidv1777@gmail.com,05/09/2025 20:58,sergeyevdokimov1@gmail.com,"KuCoin, KuCoin Labs, KuCoin, KuCoin Ventures, SC, Eastern Africa, https://www.kucoin.com/?lang=en_US&x=nl_NL&",,2103,lead
2791,ENABLED,"Kukouri Mobile - Pixel Worlds, Tiny Troopers (IP sale)","Pixel Worlds, Tiny Troopers","Pixel Worlds, Tiny Troopers IPs",Strategic / CVC,2011,Finland,Nordic Countries,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0,21/06/2025 20:22,,22/08/2025 20:23,naumvano@gmail.com,"Kukouri Mobile - Pixel Worlds, Tiny Troopers (IP sale), Pixel Worlds, Tiny Troopers, FI, Nordic Countries, http://www.kukouri.com/",http://www.kukouri.com/,3859,target
9380,IS INCOMPLETE,Kusabi,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,30/08/2025 18:53,,30/08/2025 18:53,,"Kusabi, notenoughinformation, notenoughinformation",,2482,participant
676,IMPORTED,Kuuhubb,TSX-V: KUU,Kuuhubb (TSX-V: KUU),Strategic / CVC,2017,Canada,North America,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0,21/06/2025 20:10,,21/06/2025 20:10,,,https://kuuhubb.com/ ,"28, 459, 884","target, target, target"
8059,IS INCOMPLETE,Kwalee,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,3,30/08/2025 18:52,,30/08/2025 18:52,,"Kwalee, notenoughinformation, notenoughinformation",,3509,lead
9111,IS INCOMPLETE,Kyber Ventures,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,30/08/2025 18:53,,30/08/2025 18:53,,"Kyber Ventures, notenoughinformation, notenoughinformation",,4062,participant
8839,IS INCOMPLETE,Kyle Van Noy,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,30/08/2025 18:53,,30/08/2025 18:53,,"Kyle Van Noy, notenoughinformation, notenoughinformation",,2215,participant
8888,IS INCOMPLETE,Kyros Ventures,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,7,30/08/2025 18:53,,30/08/2025 18:53,,"Kyros Ventures, notenoughinformation, notenoughinformation",,"1459, 2114","participant, participant"
1245,IMPORTED,Kyushu Technology,Guangzhou Huanyu Kyushu Technology,"Guangzhou Huanyu Kyushu Technology Co., Ltd",Strategic / CVC,2018,China,Eastern Asia,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0,21/06/2025 20:12,,21/06/2025 20:12,,,http://www.hy11g.com/,283,target
2565,IMPORTED,L3E7,,,Strategic / CVC,2023,Hong Kong,Eastern Asia,Private,Platform & Tech,,Blockchain/web3,Generalist,,,0,21/06/2025 20:20,,21/06/2025 20:20,,,https://www.l3e7.io/,3352,target
2209,IMPORTED,L3V3L,,,Strategic / CVC,2020,France,Western Europe,Private,Platform & Tech,,Blockchain/web3,Generalist,,,0,21/06/2025 20:18,,21/06/2025 20:18,,,https://l3v3l.games/,2511,target
9170,IS INCOMPLETE,LCV Fund,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,2,30/08/2025 18:53,,30/08/2025 18:53,,"LCV Fund, notenoughinformation, notenoughinformation",,"1070, 1186","participant, participant"
413,ENABLED,LD Capital,,,Venture Capital & Accelerators,2017,Singapore,Southeast Asia,Private,,,,Generalist,,,18,17/05/2025 15:19,naumvano@gmail.com,17/05/2025 15:19,naumvano@gmail.com,,,"1982, 2782","participant, participant"
8345,IS INCOMPLETE,LDA Capital,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,3,30/08/2025 18:52,,30/08/2025 18:52,,"LDA Capital, notenoughinformation, notenoughinformation",,2515,lead
8015,IS INCOMPLETE,LDC,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,30/08/2025 18:52,,30/08/2025 18:52,,"LDC, notenoughinformation, notenoughinformation",,1386,lead
10355,IS INCOMPLETE,LG Tech Ventures,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,30/08/2025 18:54,,30/08/2025 18:54,,"LG Tech Ventures, notenoughinformation, notenoughinformation",,3450,participant
,TO BE CREATED,LOUD.GG,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,LOUD.GG,http://notenoughinformation.com,4138,participant
1843,IMPORTED,Lab Cave,,,Strategic / CVC,2013,Spain,Southern Europe,Private,Platform & Tech,,,Generalist,,,0,21/06/2025 20:16,,21/06/2025 20:16,,,http://labcavegames.com/,1695,target
10498,IS INCOMPLETE,Laguna Investment,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,2,30/08/2025 18:54,,30/08/2025 18:54,,"Laguna Investment, notenoughinformation, notenoughinformation",,3881,lead
3473,ENABLED,Lakestar,,,Venture Capital & Accelerators,2012,Switzerland,Western Europe,Private,,,,Generalist,2200,,12,21/07/2025 15:02,vsidv1777@gmail.com,21/07/2025 15:02,vsidv1777@gmail.com,"Lakestar, CH, Western Europe, https://lakestar.com",,1328,lead
9540,IS INCOMPLETE,Lancer Capital,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,30/08/2025 18:53,,30/08/2025 18:53,,"Lancer Capital, notenoughinformation, notenoughinformation",https://launcher.capital/,4061,target
1152,IMPORTED,Lanslot,,,Strategic / CVC,2018,France,Western Europe,Private,Platform & Tech,,,Generalist,,,0,21/06/2025 20:12,,21/06/2025 20:12,,,https://lanslot.app/,88,target
,TO BE CREATED,Laser Digital (lead),,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Laser Digital (lead),http://notenoughinformation.com,3356,lead
2250,IMPORTED,Latent Technology,,,Strategic / CVC,2022,United Kingdom,British Isles,Private,Platform & Tech,,AI/ML,Generalist,,,0,21/06/2025 20:18,,21/06/2025 20:18,,,https://www.latent-technology.com/,4070,target
10755,IS INCOMPLETE,the Lazarte Brothers,,,TestType,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Lazarte Brothers,,453,participant
2789,IMPORTED,Legendary Gaming Group,LGG,Legendary Gaming Group (LGG),Strategic / CVC,2024,Denmark,Nordic Countries,Private,Esports,,,Generalist,,,0,21/06/2025 20:22,,21/06/2025 20:22,,,https://www.legendary.gg,3854,target
9260,IS INCOMPLETE,Lemniscap,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,5,30/08/2025 18:53,,30/08/2025 18:53,,"Lemniscap, notenoughinformation, notenoughinformation",,4116,participant
,TO BE CREATED,Lethal Gaming Gear,,,Strategic / CVC,2019,United States,North America,Private,Other,Other,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Lethal Gaming Gear, United States, North America",https://www.lethal.gg/,4107,target
,TO BE CREATED,LevelUp Ventures,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,LevelUp Ventures,http://notenoughinformation.com,3759,lead
10748,IS INCOMPLETE,Li Jin,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,30/08/2025 18:55,,30/08/2025 18:55,,"Li Jin, notenoughinformation, notenoughinformation",,453,participant
3479,ENABLED,Liberty City Ventures,,,Venture Capital & Accelerators,2012,USA,North America,Private,,,,Generalist,1500,,7,21/07/2025 16:15,vsidv1777@gmail.com,21/07/2025 16:15,vsidv1777@gmail.com,"Liberty City Ventures, US, North America, https://www.libertycityventures.com/",,"1186, 2198","participant, participant"
2575,IMPORTED,Liberty Pixel,,,Strategic / CVC,2024,Israel,Middle East,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0,21/06/2025 20:20,,21/06/2025 20:20,,,https://libertypixel.games/,4141,target
2587,IMPORTED,Lichthund Studio,,,Strategic / CVC,2015,Poland,Eastern Europe,Private,Gaming (Content Development/Publishing),Multiplatform/Web,,Generalist,,,0,21/06/2025 20:20,,21/06/2025 20:20,,,https://lichthund.com/,3394,target
377,ENABLED,Liftoff,,,Strategic / CVC,2012,USA,North America,Private,Platform & Tech,,AI/ML,Generalist,,General Atlantic,0,07/05/2025 10:29,naumvano@gmail.com,07/05/2025 10:29,naumvano@gmail.com,,,674,target
,TO BE CREATED,Light Hour Games,,,Strategic / CVC,2024,Cyprus,Western Europe,Private,Gaming (Content & Development Publishing),Mobile,AI/ML,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Light Hour Games, Cyprus, Western Europe",https://www.lighthour.games/,4136,target
