id,status,name,also_known_as,aliases,type,founded,hq_country,hq_region,ownership,sector,segment,features,specialization,aum,parent_company,transactions_count,was_added,created_by,was_changed,modified_by,search_index,arc_website,IG_ID,investor_role
,TO BE ENRICHED,Citibank,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Citibank,,3523,participant
,IMPORTED,Clipwire Games,,,Strategic / CVC,2008,Canada,North America,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Clipwire Games, Canada, North America",www.clipwiregames.com,66,TARGET
,IMPORTED,Cloth Cat,,,Strategic / CVC,2012,United Kingdom,Western Europe,Private,Gaming (Content & Development Publishing),PC/Console,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Cloth Cat, United Kingdom, Western Europe",https://clothcat.com/,4063,TARGET
,IMPORTED,Cloud Imperium Games,,,Strategic / CVC,2012,USA,North America,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,1,05/09/2025 01:23,,05/09/2025 01:23,,"Cloud Imperium Games, USA, North America",www.cloudimperiumgames.com,144,TARGET
,TO BE ENRICHED,Cloud3 Ventures,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Cloud3 Ventures,,4074,lead
,TO BE ENRICHED,Coatue Management,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Coatue Management,,1646,lead
,IMPORTED,Coco Park,,,Strategic / CVC,2024,Singapore,Southeast Asia,Private,Platform & Tech,Blockchain-powered,Blockchain/web3,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Coco Park, Singapore, Southeast Asia",https://cocopark.io/,3691,TARGET
,TO BE ENRICHED,Coda Payments,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Coda Payments,,4120,lead
,TO BE ENRICHED,Coddy Johnson,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Coddy Johnson,,3102,participant
,IS INCOMPLETE,Coffee Stain (Embracer Group (STO: EMBRAC B)),,,TestType,1800,notenoughinformation,notenoughinformation,Private,Gaming,PC&Console,,Generalist,,,1,05/09/2025 01:23,,05/09/2025 01:23,,"Coffee Stain (Embracer Group (STO: EMBRAC B)), notenoughinformation, notenoughinformation",https://coffeestain.com/,4178,TARGET
,TO BE ENRICHED,Cogitent,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Cogitent,,2799,participant
,TO BE ENRICHED,Cogitent Ventures,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Cogitent Ventures,,"2781, 3356","participant, participant"
,TO BE ENRICHED,CohhCarnage,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,CohhCarnage,,3248,participant
,TO BE ENRICHED,CoinCu Ventures,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,CoinCu Ventures,,1522,participant
,TO BE ENRICHED,CoinFund,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,CoinFund,,"1462, 4086, 4098","participant, lead, participant"
,TO BE ENRICHED,Coinbase,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Coinbase,,4116,participant
,TO BE ENRICHED,Coinbase Ventures,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Coinbase Ventures,,"1033, 2666, 4090","participant, participant, participant"
,TO BE ENRICHED,Coinswitch,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Coinswitch,,3356,participant
,TO BE ENRICHED,Cointribune,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Cointribune,,3923,participant
,IMPORTED,Cold River Games,,,Strategic / CVC,2021,Sweden,North America,Private,Platform & Tech,Platform & Tech,Blockchain/web3,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Cold River Games, Sweden, North America",https://crg.studio/,4098,TARGET
,TO BE ENRICHED,Collab + Currency,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Collab + Currency,,1462,participant
,TO BE ENRICHED,Collab+Currency,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Collab+Currency,,2175,participant
,IMPORTED,Coly,TSE:4175,Coly Inc. (TSE:4175),Strategic / CVC,2014,Japan,Eastern Asia,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Coly, Japan, Eastern Asia",,844,TARGET
,TO BE ENRICHED,Com2uS Corporation (KOSDAQ:A078340),,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Com2uS Corporation (KOSDAQ:A078340),,46,lead
,TO BE ENRICHED,Comma3 Ventures,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Comma3 Ventures,,3962,participant
,TO BE ENRICHED,Compute Ventures,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Compute Ventures,,4058,participant
,TO BE ENRICHED,Concept Art House,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Concept Art House,,2215,participant
,IMPORTED,Conical,,,Strategic / CVC,2016,New Zealand,Australia and New_Zealand,Private,Gaming (Content Development/Publishing),VR/AR,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Conical, New Zealand, Australia and New_Zealand",https://www.conical.nz/,1958,TARGET
,IMPORTED,Connecting Happines,,,Strategic / CVC,2020,China,Eastern Asia,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Connecting Happines, China, Eastern Asia",,479,TARGET
,TO BE ENRICHED,Consensys,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Consensys,,3358,participant
,IMPORTED,Copresence,,,Strategic / CVC,2021,Switzerland,Western Europe,Private,Platform & Tech,Tech,AI/ML,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Copresence, Switzerland, Western Europe",https://copresence.tech/,3039,TARGET
,TO BE ENRICHED,Corazon Capital,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Corazon Capital,,3102,participant
,IMPORTED,Core Gaming,,,Strategic / CVC,2007,United States,North America,Private,Gaming (Content & Development Publishing),Mobile,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Core Gaming, United States, North America",https://www.coregaming.co/,4179,TARGET
,ENABLED,Corsair Gaming,"NASDAQ:CRSR, Corsair, NasdaqGS:CRSR","Corsair Gaming (NasdaqGS:CRSR),Corsair Gaming,Inc. (NASDAQ:CRSR)",Strategic / CVC,1994,USA,North America,Private,Other,Hardware,,Generalist,,,3,05/09/2025 01:23,,05/09/2025 01:23,,"Corsair Gaming, USA, North America",,"457, 707","TARGET, TARGET"
,IMPORTED,Cosmic Launge,,,Strategic / CVC,2022,Finland,Nordic Countries,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Cosmic Launge, Finland, Nordic Countries",https://cosmiclounge.com/,2785,TARGET
,TO BE ENRICHED,Cosmic Summit Investments,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Cosmic Summit Investments,,2198,participant
,TO BE ENRICHED,Courtside Ventures,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Courtside Ventures,,"404, 2659, 2756","lead, participant, participant"
,TO BE ENRICHED,CourtsideVC,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,CourtsideVC,,1176,participant
,TO BE ENRICHED,Cox Enterprises,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Cox Enterprises,,1285,lead
,IMPORTED,Crackshell - Hammerwatch (IP sale),,,Strategic / CVC,2013,Sweden,Western Europe,Private,Gaming (Content & Development Publishing),PC/Console,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Crackshell - Hammerwatch (IP sale), Sweden, Western Europe",https://store.steampowered.com/app/239070/Hammerwatch/,4111,TARGET
,TO BE ENRICHED,Craft Ventures,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Craft Ventures,,4028,lead
,TO BE ENRICHED,Creative UKs Creative Enterprise,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Creative UKs Creative Enterprise,,4131,participant
,IMPORTED,Crew Studio,,,Strategic / CVC,2020,China,Eastern Asia,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Crew Studio, China, Eastern Asia",,607,TARGET
,TO BE ENRICHED,Cristian Manea,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Cristian Manea,,2782,participant
,TO BE ENRICHED,Crit Ventures,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Crit Ventures,,4116,participant
,IMPORTED,Critical Force,,,Strategic / CVC,2010,Finland,Nordic Countries,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Critical Force, Finland, Nordic Countries",,711,TARGET
,IMPORTED,Cross Reality,,,Strategic / CVC,2019,Sweden,Nordic Countries,Private,Gaming (Content Development/Publishing),VR/AR,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Cross Reality, Sweden, Nordic Countries",https://crossreality.se/,3722,TARGET
,TO BE ENRICHED,Crowberry Capital,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Crowberry Capital,,1767,lead
,TO BE ENRICHED,Crypto Vietnam,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Crypto Vietnam,,1973,participant
,TO BE ENRICHED,Crypto.com Capital,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Crypto.com Capital,,3356,participant
,IMPORTED,Cryptyd,,,Strategic / CVC,2015,Egypt,Northern Africa,Private,Platform & Tech,Blockchain-powered,Blockchain/web3,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Cryptyd, Egypt, Northern Africa",http://cryptydgames.com/,2366,TARGET
,IMPORTED,Cudo,,,Strategic / CVC,2020,USA,North America,Private,Gaming (Content Development/Publishing),Multiplatform/Web,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Cudo, USA, North America",https://www.cudo.world/,1571,TARGET
,TO BE ENRICHED,Cyberathlete Professional,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Cyberathlete Professional,,1316,lead
,IMPORTED,D4 Enterprise,,,Strategic / CVC,2004,Japan,Eastern Asia,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"D4 Enterprise, Japan, Eastern Asia",http://www.d4e.co.jp/,296,TARGET
,TO BE ENRICHED,DCF God,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,DCF God,,3356,participant
,IMPORTED,DNABLOCK,,,Strategic / CVC,2019,USA,North America,Private,Platform & Tech,Blockchain-powered,Blockchain/web3,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"DNABLOCK, USA, North America",https://www.dnablock.com/,1326,TARGET
,TO BE ENRICHED,DNB Bank,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,DNB Bank,,3523,participant
,TO BE ENRICHED,DWF Labs,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,DWF Labs,,3356,participant
,IMPORTED,DaFluffs Games,,,Strategic / CVC,2024,Jordan,MENA,Private,Gaming (Content & Development Publishing),Mobile,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"DaFluffs Games, Jordan, MENA",https://dafluffs.com/,4169,TARGET
,IMPORTED,Daily E-Sports,,,Strategic / CVC,2016,China,Eastern Asia,Private,Esports,Esports,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Daily E-Sports, China, Eastern Asia",http://www.ttdianjing.com/,2736,TARGET
,IMPORTED,Dalongyun Technology,,,Strategic / CVC,2010,China,Eastern Asia,Private,Platform & Tech,Tech,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Dalongyun Technology, China, Eastern Asia",http://www.dalongyun.com/,251,TARGET
,IMPORTED,Dante Games,,,Strategic / CVC,2024,Singapore,Asia,Private,Platform & Tech,Platform & Tech,"AI/ML, Blockchain/web3",Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Dante Games, Singapore, Asia",https://dantegames.com/,4118,TARGET
,TO BE ENRICHED,DaoMaker,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,DaoMaker,,1522,participant
,TO BE ENRICHED,Dapper Labs,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Dapper Labs,,"1033, 1462","participant, participant"
,ENABLED,Dapper Labs,,,Strategic / CVC,2018,Canada,North America,Private,Platform & Tech,Blockchain-powered,Blockchain/web3,Generalist,,,15,05/09/2025 01:23,,05/09/2025 01:23,,"Dapper Labs, Canada, North America",https://www.dapperlabs.com/,2098,TARGET
,IMPORTED,Dapper Penguin Studios - Rise of Industry (IP Sale),,,Strategic / CVC,2019,Spain,Western Europe,Private,Gaming (Content & Development Publishing),PC/Console,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Dapper Penguin Studios - Rise of Industry (IP Sale), Spain, Western Europe",https://steamcommunity.com/app/671440/discussions/0/5561388294346272901/,1902,TARGET
,IMPORTED,Dardo Studios,,,Strategic / CVC,2023,USA,North America,Private,Gaming (Content Development/Publishing),Outsourcing/WFH,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Dardo Studios, USA, North America",https://dardostudios.com/,3643,TARGET
,IMPORTED,Dark Point Games,WSE: DPG,Dark Point Games (WSE: DPG),Strategic / CVC,2019,Poland,Eastern Europe,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Dark Point Games, Poland, Eastern Europe",https://darkpointgames.com/,3684,TARGET
,IMPORTED,Dark Slope,DarkSlope Studios,,Strategic / CVC,2018,Canada,North America,Private,Gaming (Content Development/Publishing),VR/AR,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Dark Slope, Canada, North America",,332,TARGET
,IMPORTED,Daxe Games,,,Strategic / CVC,2020,Turkey,Middle East,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Daxe Games, Turkey, Middle East",,552,TARGET
,TO BE ENRICHED,Day One Ventures,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Day One Ventures,,4084,participant
,TO BE ENRICHED,DeVC,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,DeVC,,4135,participant
,ENABLED,Decart,,,Strategic / CVC,2023,Israel,Middle East,Private,Platform & Tech,Tech,AI/ML,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Decart, Israel, Middle East",https://www.decart.ai/,4143,TARGET
,IMPORTED,DeepMotion,,,Strategic / CVC,2014,USA,North America,Private,Platform & Tech,Tech,AI/ML,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"DeepMotion, USA, North America",https://www.deepmotion.com/,2707,TARGET
,IMPORTED,Delabs Games,,,Strategic / CVC,2023,South Korea,Eastern Asia,Private,Platform & Tech,Blockchain-powered,Blockchain/web3,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Delabs Games, South Korea, Eastern Asia",https://delabs.gg/,4125,TARGET
,TO BE ENRICHED,Delphi Digital,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Delphi Digital,,"1982, 2666, 2693","participant, lead, participant"
,IMPORTED,Delphi Interactive,,,Strategic / CVC,2020,USA,North America,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Delphi Interactive, USA, North America",https://www.delphi.la/,1818,TARGET
,IMPORTED,Demolish Games,,,Strategic / CVC,2020,Poland,Eastern Europe,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Demolish Games, Poland, Eastern Europe",,825,TARGET
,TO BE ENRICHED,Denlow Private Trust,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Denlow Private Trust,,2819,participant
,TO BE ENRICHED,Dennis Fong,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Dennis Fong,,2666,participant
,TO BE ENRICHED,Development Group,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Development Group,,2244,lead
,TO BE ENRICHED,Devmons,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Devmons,,4121,participant
,ENABLED,Devolver Digital,,Devolver Digital (LON: DEVO),Strategic / CVC,2009,USA,North America,Public,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,6,05/09/2025 01:23,,05/09/2025 01:23,,"Devolver Digital, USA, North America",https://www.devolverdigital.com/,"3508, 3509","TARGET, TARGET"
,TO BE ENRICHED,Dialectic,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Dialectic,,1986,participant
,IMPORTED,Digi-Capital Platform,Digi-Capital,Investment Data Platform from Digi-Capital,Strategic / CVC,2010,USA,North America,Private,Other,Other,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Digi-Capital Platform, USA, North America",www.ddmagency.com,116,TARGET
,TO BE ENRICHED,Digital Bros (MIL: DIB),,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Digital Bros (MIL: DIB),,82,lead
,IMPORTED,Digital Confectioners,,,Strategic / CVC,2007,New Zealand,Australia and New_Zealand,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Digital Confectioners, New Zealand, Australia and New_Zealand",https://www.digitalconfectioners.com/,2342,TARGET
,TO BE ENRICHED,Digital Development Management,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Digital Development Management,,116,lead
,ENABLED,Digital Entertainment Asset,,Digital Entertainment Asset (DEA),Strategic / CVC,2018,Singapore,Southeast Asia,Private,Platform & Tech,Blockchain-powered,Blockchain/web3,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Digital Entertainment Asset, Singapore, Southeast Asia",https://dea.sg/,2467,TARGET
,ENABLED,Digital Entertainment Asset,,Digital Entertainment Asset (DEA),Strategic / CVC,2018,Singapore,Southeast Asia,Private,Platform & Tech,Blockchain-powered,Blockchain/web3,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Digital Entertainment Asset, Singapore, Southeast Asia",https://dea.sg/,2515,TARGET
,IMPORTED,Digital Foundry,,,Strategic / CVC,2004,United Kingdom,Western Europe,Private,Other,Other,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Digital Foundry, United Kingdom, Western Europe",https://www.digitalfoundry.net/,4142,TARGET
,TO BE ENRICHED,Digital Foundry Management,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Digital Foundry Management,,4142,lead
,IMPORTED,Digital Insight Games,,,Strategic / CVC,2019,USA,North America,Private,Platform & Tech,Blockchain-powered,Blockchain/web3,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Digital Insight Games, USA, North America",https://www.digitalinsightgames.com/,3229,TARGET
,TO BE ENRICHED,Dino Patti,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Dino Patti,,3889,lead
,IMPORTED,Dirt Research Technologies,,,Strategic / CVC,2020,USA,North America,Private,Platform & Tech,Tech,AI/ML,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Dirt Research Technologies, USA, North America",https://www.wearedirt.com/,3655,TARGET
,ENABLED,Discord,,,Strategic / CVC,2012,USA,North America,Private,Platform & Tech,Platform,,Generalist,,,2,05/09/2025 01:23,,05/09/2025 01:23,,"Discord, USA, North America",,1032,TARGET
,ENABLED,Disruptor Beam - Star Trek Timelines (IP sale),Star Trek Timelines,Star Trek Timelines (Disruptor Beam),Strategic / CVC,2016,USA,North America,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Disruptor Beam - Star Trek Timelines (IP sale), USA, North America",www.tiltingpoint.com/portfolio/star-trek-timelines/,110,TARGET
,TO BE ENRICHED,Divergence Capital,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Divergence Capital,,1254,participant
,IMPORTED,Diversion,,,Strategic / CVC,2021,United States,North America,Private,Platform & Tech,Platform & Tech,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Diversion, United States, North America",https://www.diversion.dev/,4052,TARGET
,IMPORTED,Dominus Esports,,,Strategic / CVC,2019,China,Eastern Asia,Private,Esports,Esports,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Dominus Esports, China, Eastern Asia",,434,TARGET
,IMPORTED,Don't Nod Entertainment,ENXTPA:ALDNE,Don't Nod Entertainment (ENXTPA:ALDNE),Strategic / CVC,2008,France,Western Europe,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Don't Nod Entertainment, France, Western Europe",https://dont-nod.com/,290,TARGET
,TO BE ENRICHED,Donato Gonzalez,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Donato Gonzalez,,1536,participant
,TO BE ENRICHED,Double Jump.Tokyo (DJT),,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Double Jump.Tokyo (DJT),,3923,participant
,TO BE ENRICHED,Double Jump.tokyo,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Double Jump.tokyo,,2482,participant
,IMPORTED,Double Loop,DoubleLoop Games,,Strategic / CVC,2019,USA,North America,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Double Loop, USA, North America",https://www.doubleloopgames.com/,"73, 837","TARGET, TARGET"
,ENABLED,DoubleDown Interactive,,,Strategic / CVC,2008,South Korea,Eastern Asia,Public,Gaming (Content Development/Publishing),Multiplatform/Web,,Generalist,,DoubleU Games,0,05/09/2025 01:23,,05/09/2025 01:23,,"DoubleDown Interactive, South Korea, Eastern Asia",http://www.doubledowninteractive.com/,1312,TARGET
,TO BE ENRICHED,DoubleU Games,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,DoubleU Games,,4185,lead
,IMPORTED,Dragon Snacks Games,,,Strategic / CVC,2024,USA,North America,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Dragon Snacks Games, USA, North America",https://www.dragonsnacksgames.com/,3982,TARGET
,TO BE ENRICHED,Dragonfly Capital,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Dragonfly Capital,,1970,lead
,TO BE ENRICHED,Draper & Associates,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Draper & Associates,,1462,participant
,TO BE ENRICHED,Draper Dragon,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Draper Dragon,,"3356, 3358","participant, participant"
,ENABLED,Dream Games,,,Strategic / CVC,2019,Turkey,Middle East,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Dream Games, Turkey, Middle East",https://dreamgames.com,4181,TARGET
,IMPORTED,Dream Park,,,Strategic / CVC,2024,United States,North America,Private,Gaming (Content & Development Publishing),VR/AR,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Dream Park, United States, North America",https://visitdreampark.com/,4055,TARGET
,IMPORTED,DreamCraft,DreamCraft Entertainment,,Strategic / CVC,2018,USA,North America,Private,Platform & Tech,Tech,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"DreamCraft, USA, North America",https://www.dreamcraft.com/,140,TARGET
,TO BE ENRICHED,DreamQuest,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,DreamQuest,,1973,participant
,TO BE ENRICHED,Drecom,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Drecom,,2780,participant
,IMPORTED,Drepublic,,"DRepublic, INC.,Drepublic (Cradles)",Strategic / CVC,2021,Switzerland,Western Europe,Private,Platform & Tech,Blockchain-powered,Blockchain/web3,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Drepublic, Switzerland, Western Europe",www.cradles.io,1851,TARGET
,TO BE ENRICHED,Dricom,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Dricom,,2784,participant
,IMPORTED,Drop Fake,,,Strategic / CVC,2021,Canada,North America,Private,Platform & Tech,Tech,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Drop Fake, Canada, North America",https://www.dropfake.com/,1176,TARGET
,IMPORTED,Drop-In Gaming,,,Strategic / CVC,2020,USA,North America,Private,Esports,Esports,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Drop-In Gaming, USA, North America",,308,TARGET
,TO BE ENRICHED,Dunhill Ventures,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Dunhill Ventures,,3616,lead
,TO BE ENRICHED,Duolingo (NASDAQ: DUOL),,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Duolingo (NASDAQ: DUOL),,4140,lead
,IMPORTED,Dynasty Studios,,,Strategic / CVC,2021,Denmark,Nordic Countries,Private,Platform & Tech,Blockchain-powered,Blockchain/web3,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Dynasty Studios, Denmark, Nordic Countries",https://dynastystudios.io/,4074,TARGET
,IMPORTED,E-GO APP,,,Strategic / CVC,2019,Sweden,Nordic Countries,Private,Esports,Esports,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"E-GO APP, Sweden, Nordic Countries",https://www.egoapp.gg/,2662,TARGET
